xml:id	ref	role	class	type	english	mandarin	gloss	text	after	lemma	normalized	strong	morph	person	number	gender	case	tense	voice	mood	degree	domain	ln	frame	subjref	referent
n48004024001	GAL 4:24!1	s	pron	relative			which things	ἅτινά	 	ὅστις	ἅτινα	3748	R-NPN		plural	neuter	nominative					092004	92.18			n48004022007 n48004023009 n48004023010
n48004024002	GAL 4:24!2	vc	verb				are	ἐστιν	 	εἰμί	ἐστιν	1510	V-PAI-3S	third	singular			present	active	indicative						
n48004024003	GAL 4:24!3	v	verb				allegorized	ἀλληγορούμενα	·	ἀλληγορέω	ἀλληγορούμενα	238	V-PPP-NPN		plural	neuter	nominative	present	passive	participle		033003	33.18	A1:n48004022007;n48004023009;n48004023010	n48004022007 n48004023009 n48004023010	
n48004024004	GAL 4:24!4	s	pron	demonstrative			these	αὗται	 	οὗτος	αὗται	3778	D-NPF		plural	feminine	nominative					092007	92.29			n48004023006 n48004023014
n48004024005	GAL 4:24!5		conj				for	γάρ	 	γάρ	γάρ	1063	CONJ													
n48004024006	GAL 4:24!6	vc	verb				are	εἰσιν	 	εἰμί	εἰσιν	1510	V-PAI-3P	third	plural			present	active	indicative		013001	13.4			
n48004024007	GAL 4:24!7		num				two	δύο	 	δύο	δύο	1417	A-NUI									060002	60.11			
n48004024008	GAL 4:24!8		noun	common			covenants	διαθῆκαι	,	διαθήκη	διαθῆκαι	1242	N-NPF		plural	feminine	nominative					034005	34.44			
n48004024009	GAL 4:24!9	s	adj				one	μία	 	εἷς	μία	1520	A-NSF		singular	feminine	nominative					060002	60.10			n48004023006
n48004024010	GAL 4:24!10		conj				indeed	μὲν	 	μέν	μέν	3303	PRT									089023	89.136			
n48004024011	GAL 4:24!11		prep				from	ἀπὸ	 	ἀπό	ἀπό	575	PREP									090003	90.15			
n48004024012	GAL 4:24!12		noun	common			Mount	ὄρους	 	ὄρος	ὄρους	3735	N-GSN		singular	neuter	genitive					001007	1.46			
n48004024013	GAL 4:24!13		noun	proper			Sinai	Σινᾶ	,	Σινᾶ	Σινᾶ	4614	N-PRI		singular	neuter	genitive					093002	93.581			
n48004024014	GAL 4:24!14		prep				unto	εἰς	 	εἰς	εἰς	1519	PREP									089009	89.57			
n48004024015	GAL 4:24!15		noun	common			slavery	δουλείαν	 	δουλεία	δουλείαν	1397	N-ASF		singular	feminine	accusative					037001	37.26			
n48004024016	GAL 4:24!16	v	verb				begetting	γεννῶσα	,	γεννάω	γεννῶσα	1080	V-PAP-NSF		singular	feminine	nominative	present	active	participle		013004	13.129	A0:n48004024009	n48004024009	
n48004024017	GAL 4:24!17	s	pron	relative			which	ἥτις	 	ὅστις	ἥτις	3748	R-NSF		singular	feminine	nominative					092004	92.18			n48004024009
n48004024018	GAL 4:24!18	vc	verb				is	ἐστὶν	 	εἰμί	ἐστίν	1510	V-PAI-3S	third	singular			present	active	indicative						
n48004024019	GAL 4:24!19	p	noun	proper			Hagar	Ἄγαρ	,	Ἁγάρ	Ἄγαρ	28	N-PRI		singular	feminine	nominative					093001	93.9			
n48004025001	GAL 4:25!1		det				-	τὸ	 	ὁ	τό	3588	T-NSN		singular	neuter	nominative					092004	92.24			
n48004025002	GAL 4:25!2		conj				And	δὲ	 	δέ	δέ	1161	CONJ													
n48004025003	GAL 4:25!3		noun	proper			Hagar	Ἄγαρ	 	Ἁγάρ	Ἄγαρ	28	N-PRI		singular	feminine	nominative					093001	93.9			
n48004025004	GAL 4:25!4		noun	proper			Sinai	Σινᾶ	 	Σινᾶ	Σινᾶ	4614	N-PRI		singular	neuter	nominative					093002	93.581			
n48004025005	GAL 4:25!5		noun	common			Mount	ὄρος	 	ὄρος	ὄρος	3735	N-NSN		singular	neuter	nominative					001007	1.46			
n48004025006	GAL 4:25!6	vc	verb				is	ἐστὶν	 	εἰμί	ἐστίν	1510	V-PAI-3S	third	singular			present	active	indicative		058010	58.68			
n48004025007	GAL 4:25!7		prep				in	ἐν	 	ἐν	ἐν	1722	PREP									083003	83.13			
n48004025008	GAL 4:25!8		det				-	τῇ	 	ὁ	τῇ	3588	T-DSF		singular	feminine	dative					092004	92.24			
n48004025009	GAL 4:25!9		noun	proper			Arabia	Ἀραβίᾳ	·	Ἀραβία	Ἀραβίᾳ	688	N-DSF		singular	feminine	dative					093002	93.410			
n48004025010	GAL 4:25!10	v	verb				she corresponds	συνστοιχεῖ	 	συστοιχέω	συνστοιχεῖ	4960	V-PAI-3S	third	singular			present	active	indicative		058010	58.68	A0:n48004025003	n48004025003	
n48004025011	GAL 4:25!11		conj				now	δὲ	 	δέ	δέ	1161	CONJ									089017	89.94			
n48004025012	GAL 4:25!12		det				to the	τῇ	 	ὁ	τῇ	3588	T-DSF		singular	feminine	dative					092004	92.24			
n48004025013	GAL 4:25!13		adv				present	νῦν	 	νῦν	νῦν	3568	ADV									067002	67.38			
n48004025014	GAL 4:25!14		noun	proper			Jerusalem	Ἱερουσαλήμ	,	Ἱεροσόλυμα	Ἱερουσαλήμ	2419	N-PRI		singular	feminine	dative					093002	93.480a			
n48004025015	GAL 4:25!15	v	verb				she is in slavery	δουλεύει	 	δουλεύω	δουλεύει	1398	V-PAI-3S	third	singular			present	active	indicative		037001	37.25	A0:n48004025014	n48004025014	
n48004025016	GAL 4:25!16		conj				for	γὰρ	 	γάρ	γάρ	1063	CONJ													
n48004025017	GAL 4:25!17		prep				with	μετὰ	 	μετά	μετά	3326	PREP									089020	89.108			
n48004025018	GAL 4:25!18		det				the	τῶν	 	ὁ	τῶν	3588	T-GPN		plural	neuter	genitive					092004	92.24			
n48004025019	GAL 4:25!19		noun	common			children	τέκνων	 	τέκνον	τέκνων	5043	N-GPN		plural	neuter	genitive					058004	58.26			
n48004025020	GAL 4:25!20		pron	personal			of her	αὐτῆς	.	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive					092004	92.11			n48004025014
n48004026001	GAL 4:26!1		det				-	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n48004026002	GAL 4:26!2		conj				But	δὲ	 	δέ	δέ	1161	CONJ									089023	89.136			
n48004026003	GAL 4:26!3		adv				the above	ἄνω	 	ἄνω	ἄνω	507	ADV									083009	83.48			
n48004026004	GAL 4:26!4		noun	proper			Jerusalem	Ἱερουσαλὴμ	 	Ἱεροσόλυμα	Ἱερουσαλήμ	2419	N-PRI		singular	feminine	nominative					093002	93.480b			
n48004026005	GAL 4:26!5	p	adj				free	ἐλευθέρα	 	ἐλεύθερος	ἐλευθέρα	1658	A-NSF		singular	feminine	nominative					037010	37.134			
n48004026006	GAL 4:26!6	vc	verb				is	ἐστίν	,	εἰμί	ἐστίν	1510	V-PAI-3S	third	singular			present	active	indicative		013001	13.1			
n48004026007	GAL 4:26!7	s	pron	relative			who	ἥτις	 	ὅστις	ἥτις	3748	R-NSF		singular	feminine	nominative					092004	92.18			n48004026004
n48004026008	GAL 4:26!8	vc	verb				is	ἐστὶν	 	εἰμί	ἐστίν	1510	V-PAI-3S	third	singular			present	active	indicative		013001	13.4			
n48004026009	GAL 4:26!9		noun	common			mother	μήτηρ	 	μήτηρ	μήτηρ	3384	N-NSF		singular	feminine	nominative					058010	58.64			
n48004026010	GAL 4:26!10		pron	personal			of us	ἡμῶν	·	ἐγώ	ἡμῶν	1473	P-1GP		plural		genitive					092002	92.4			n48001001001 n48001002006 n48003022018 n48002013007 n48002013010 n48002014014 n48004021006
n48004027001	GAL 4:27!1	v	verb				It has been written	γέγραπται	 	γράφω	γέγραπται	1125	V-RPI-3S	third	singular			perfect	passive	indicative		033005	33.54	A1:n48004027003;n48004027008;n48004027010;n48004027015	n48004027003 n48004027008 n48004027010 n48004027015	
n48004027002	GAL 4:27!2		conj				for	γάρ	 	γάρ	γάρ	1063	CONJ													
n48004027003	GAL 4:27!3	v	verb				Rejoice	Εὐφράνθητι	,	εὐφραίνω	Εὐφράνθητι	2165	V-APM-2S	second	singular			aorist	passive	imperative		025011	25.122	A1:n48004027004	n48004027004	
n48004027004	GAL 4:27!4		noun				O barren woman	στεῖρα	 	στεῖρα	στεῖρα	4723	N-VSF		singular	feminine	vocative					023003	23.56			
n48004027005	GAL 4:27!5		det				the [one]	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n48004027006	GAL 4:27!6	adv	adv				not	οὐ	 	οὐ	οὐ	3756	PRT-N									069002	69.3			
n48004027007	GAL 4:27!7	v	verb				bearing	τίκτουσα	,	τίκτω	τίκτουσα	5088	V-PAP-NSF		singular	feminine	nominative	present	active	participle		023003	23.52	A0:n48004027004	n48004027004	
n48004027008	GAL 4:27!8	v	verb				break forth	ῥῆξον	 	ῥήγνυμι	ῥῆξον	4486	V-AAM-2S	second	singular			aorist	active	imperative		033006 068007	33.85 68.81	A0:n48004027013	n48004027013	
n48004027009	GAL 4:27!9		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n48004027010	GAL 4:27!10	v	verb				call aloud	βόησον	,	βοάω	βόησον	994	V-AAM-2S	second	singular			aorist	active	imperative		033006	33.81	A0:n48004027013	n48004027013	
n48004027011	GAL 4:27!11		det				the [one]	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n48004027012	GAL 4:27!12	adv	adv				not	οὐκ	 	οὐ	οὐκ	3756	PRT-N									069002	69.3			
n48004027013	GAL 4:27!13	v	verb				travailing	ὠδίνουσα	·	ὠδίνω	ὠδίνουσα	5605	V-PAP-NSF		singular	feminine	nominative	present	active	participle		023003	23.54	A0:n00000000000		
n48004027014	GAL 4:27!14		conj				because	ὅτι	 	ὅτι	ὅτι	3754	CONJ									089007	89.33			
n48004027015	GAL 4:27!15	p	adj				many	πολλὰ	 	πολύς	πολλά	4183	A-NPN		plural	neuter	nominative					059001	59.1			
n48004027016	GAL 4:27!16		det				[are] the	τὰ	 	ὁ	τά	3588	T-NPN		plural	neuter	nominative					092004	92.24			
n48004027017	GAL 4:27!17		noun	common			children	τέκνα	 	τέκνον	τέκνα	5043	N-NPN		plural	neuter	nominative					010002	10.36			
n48004027018	GAL 4:27!18		det				of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n48004027019	GAL 4:27!19		adj				desolate woman	ἐρήμου	 	ἔρημος	ἐρήμου	2048	A-GSF		singular	feminine	genitive					035008	35.55			
n48004027020	GAL 4:27!20	adv	adv				more	μᾶλλον	 	μᾶλλον	μᾶλλον	3123	ADV									078002	78.28			
n48004027021	GAL 4:27!21		conj				than	ἢ	 	ἤ	ἤ	2228	PRT									064	64.18			
n48004027022	GAL 4:27!22		det				of her	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n48004027023	GAL 4:27!23	v	verb				having	ἐχούσης	 	ἔχω	ἐχούσης	2192	V-PAP-GSF		singular	feminine	genitive	present	active	participle				A0:n00000000000 A1:n48004027025		
n48004027024	GAL 4:27!24		det				the	τὸν	 	ὁ	τόν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n48004027025	GAL 4:27!25		noun	common			husband	ἄνδρα	.	ἀνήρ	ἄνδρα	435	N-ASM		singular	masculine	accusative					010004	10.53			
n48004028001	GAL 4:28!1	s	pron	personal			You	ὑμεῖς	 	σύ	ὑμεῖς	4771	P-2NP		plural		nominative					092003	92.7			n48004028003
n48004028002	GAL 4:28!2		conj				now	δέ	,	δέ	δέ	1161	CONJ													
n48004028003	GAL 4:28!3	aux	noun	common			brothers	ἀδελφοί	,	ἀδελφός	ἀδελφοί	80	N-VPM		plural	masculine	vocative					011002	11.23			
n48004028004	GAL 4:28!4		prep				like	κατὰ	 	κατά	κατά	2596	PREP									089005	89.8			
n48004028005	GAL 4:28!5		noun	proper			Isaac	Ἰσαὰκ	 	Ἰσαάκ	Ἰσαάκ	2464	N-PRI		singular	masculine	accusative					093001	93.180			
n48004028006	GAL 4:28!6		noun	common			of promise	ἐπαγγελίας	 	ἐπαγγελία	ἐπαγγελίας	1860	N-GSF		singular	feminine	genitive					033025	33.288			
n48004028007	GAL 4:28!7		noun	common			children	τέκνα	 	τέκνον	τέκνα	5043	N-NPN		plural	neuter	nominative					058004	58.26			
n48004028008	GAL 4:28!8	vc	verb				are	ἐστέ	.	εἰμί	ἐστέ	1510	V-PAI-2P	second	plural			present	active	indicative		013001	13.4			
n48004029001	GAL 4:29!1		conj				But	ἀλλ’	 	ἀλλά	ἀλλ’	235	CONJ									091002	91.11			
n48004029002	GAL 4:29!2		conj				just as	ὥσπερ	 	ὥσπερ	ὥσπερ	5618	ADV									064	64.13			
n48004029003	GAL 4:29!3	adv	adv				at that time	τότε	 	τότε	τότε	5119	ADV									067002	67.47			
n48004029004	GAL 4:29!4		det				the [one]	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n48004029005	GAL 4:29!5		prep				according to	κατὰ	 	κατά	κατά	2596	PREP									089005	89.8			
n48004029006	GAL 4:29!6		noun	common			flesh	σάρκα	 	σάρξ	σάρκα	4561	N-ASF		singular	feminine	accusative					058001	58.10			
n48004029007	GAL 4:29!7	v	verb				having been born	γεννηθεὶς	 	γεννάω	γεννηθείς	1080	V-APP-NSM		singular	masculine	nominative	aorist	passive	participle		023003	23.52	A1:n48004023002	n48004023002	
n48004029008	GAL 4:29!8	v	verb				was persecuting	ἐδίωκεν	 	διώκω	ἐδίωκεν	1377	V-IAI-3S	third	singular			imperfect	active	indicative		039009	39.45	A0:n48004029007 A1:n48004029009		
n48004029009	GAL 4:29!9		det				the [one born]	τὸν	 	ὁ	τόν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n48004029010	GAL 4:29!10		prep				according to	κατὰ	 	κατά	κατά	2596	PREP									089005	89.8			
n48004029011	GAL 4:29!11		noun	common			Spirit	Πνεῦμα	,	πνεῦμα	Πνεῦμα	4151	N-ASN		singular	neuter	accusative					012001	12.18			
n48004029012	GAL 4:29!12	adv	adv				so	οὕτως	 	οὕτω	οὕτως	3779	ADV									061	61.9			
n48004029013	GAL 4:29!13	adv	adv				also	καὶ	 	καί	καί	2532	CONJ									089017	89.93			
n48004029014	GAL 4:29!14	adv	adv				[it is] now	νῦν	.	νῦν	νῦν	3568	ADV									067002	67.38			
n48004030001	GAL 4:30!1		conj				But	ἀλλὰ	 	ἀλλά	ἀλλά	235	CONJ									091001	91.2			
n48004030002	GAL 4:30!2	o	pron	interrogative			what	τί	 	τίς	τί	5101	I-ASN		singular	neuter	accusative					092004	92.14			
n48004030003	GAL 4:30!3	v	verb				says	λέγει	 	λέγω	λέγει	3004	V-PAI-3S	third	singular			present	active	indicative		033006	33.69	A1:n48004030002 A0:n48004030005		
n48004030004	GAL 4:30!4		det				the	ἡ	 	ὁ	ἡ	3588	T-NSF		singular	feminine	nominative					092004	92.24			
n48004030005	GAL 4:30!5		noun	common			Scripture	γραφή	;	γραφή	γραφή	1124	N-NSF		singular	feminine	nominative					033005	33.53			
n48004030006	GAL 4:30!6	v	verb				Cast out	Ἔκβαλε	 	ἐκβάλλω	Ἔκβαλε	1544	V-2AAM-2S	second	singular			aorist	active	imperative		015004	15.44	A0:n00000000000 A1:n48004030008;n48004030011		
n48004030007	GAL 4:30!7		det				the	τὴν	 	ὁ	τήν	3588	T-ASF		singular	feminine	accusative					092004	92.24			
n48004030008	GAL 4:30!8		noun	common			slave woman	παιδίσκην	 	παιδίσκη	παιδίσκην	3814	N-ASF		singular	feminine	accusative					087005	87.83			
n48004030009	GAL 4:30!9		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n48004030010	GAL 4:30!10		det				the	τὸν	 	ὁ	τόν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n48004030011	GAL 4:30!11		noun	common			son	υἱὸν	 	υἱός	υἱόν	5207	N-ASM		singular	masculine	accusative					010002	10.42			
n48004030012	GAL 4:30!12		pron	personal			of her	αὐτῆς	·	αὐτός	αὐτῆς	846	P-GSF		singular	feminine	genitive					092004	92.11			n48004030008
n48004030013	GAL 4:30!13		adv				no	οὐ	 	οὐ	οὐ	3756	PRT-N									069002	69.5			
n48004030014	GAL 4:30!14		conj				for	γὰρ	 	γάρ	γάρ	1063	CONJ									089007	89.23			
n48004030015	GAL 4:30!15		adv				not	μὴ	 	μή	μή	3361	PRT-N									069002	69.5			
n48004030016	GAL 4:30!16	v	verb				will inherit	κληρονομήσει	 	κληρονομέω	κληρονομήσει	2816	V-FAI-3S	third	singular			future	active	indicative		057009	57.138	A0:n48004030018		
n48004030017	GAL 4:30!17		det				the	ὁ	 	ὁ	ὁ	3588	T-NSM		singular	masculine	nominative					092004	92.24			
n48004030018	GAL 4:30!18		noun	common			son	υἱὸς	 	υἱός	υἱός	5207	N-NSM		singular	masculine	nominative					010002	10.42			
n48004030019	GAL 4:30!19		det				of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n48004030020	GAL 4:30!20		noun	common			slave woman	παιδίσκης	 	παιδίσκη	παιδίσκης	3814	N-GSF		singular	feminine	genitive					087005	87.83			
n48004030021	GAL 4:30!21		prep				along with	μετὰ	 	μετά	μετά	3326	PREP									089020	89.108			
n48004030022	GAL 4:30!22		det				the	τοῦ	 	ὁ	τοῦ	3588	T-GSM		singular	masculine	genitive					092004	92.24			
n48004030023	GAL 4:30!23		noun	common			son	υἱοῦ	 	υἱός	υἱοῦ	5207	N-GSM		singular	masculine	genitive					010002	10.42			
n48004030024	GAL 4:30!24		det				of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n48004030025	GAL 4:30!25		adj				free	ἐλευθέρας	.	ἐλεύθερος	ἐλευθέρας	1658	A-GSF		singular	feminine	genitive					087005	87.84			
n48004031001	GAL 4:31!1		conj				So then	διό	,	διό	διό	1352	CONJ									089008	89.47			
n48004031002	GAL 4:31!2	aux	noun	common			brothers	ἀδελφοί	,	ἀδελφός	ἀδελφοί	80	N-VPM		plural	masculine	vocative					011002	11.23			
n48004031003	GAL 4:31!3		adv				not	οὐκ	 	οὐ	οὐκ	3756	PRT-N									069002	69.3			
n48004031004	GAL 4:31!4	vc	verb				we are	ἐσμὲν	 	εἰμί	ἐσμέν	1510	V-PAI-1P	first	plural			present	active	indicative		013001	13.4		n48001001001 n48001002006 n48003022018 n48002013007 n48002013010 n48002014014 n48004031002	
n48004031005	GAL 4:31!5		noun	common			of [the] slave woman	παιδίσκης	 	παιδίσκη	παιδίσκης	3814	N-GSF		singular	feminine	genitive					087005	87.83			
n48004031006	GAL 4:31!6		noun	common			children	τέκνα	 	τέκνον	τέκνα	5043	N-NPN		plural	neuter	nominative					058004	58.26			
n48004031007	GAL 4:31!7		conj				but	ἀλλὰ	 	ἀλλά	ἀλλά	235	CONJ									089023	89.125			
n48004031008	GAL 4:31!8		det				of the	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n48004031009	GAL 4:31!9		adj				free	ἐλευθέρας	.	ἐλεύθερος	ἐλευθέρας	1658	A-GSF		singular	feminine	genitive					087005	87.84			
n48005001001	GAL 5:1!1		det				In	Τῇ	 	ὁ	Τῇ	3588	T-DSF		singular	feminine	dative					092004	92.24			
n48005001002	GAL 5:1!2		noun	common			freedom	ἐλευθερίᾳ	 	ἐλευθερία	ἐλευθερίᾳ	1657	N-DSF		singular	feminine	dative					037010	37.133			
n48005001003	GAL 5:1!3	o	pron	personal			us	ἡμᾶς	 	ἐγώ	ἡμᾶς	1473	P-1AP		plural		accusative					092002	92.4			n48001001001 n48001002006 n48003022018 n48002013007 n48002013010 n48002014014 n48004031002
n48005001004	GAL 5:1!4	s	noun	proper			Christ	Χριστὸς	 	Χριστός	Χριστός	5547	N-NSM		singular	masculine	nominative					093001	93.387			
n48005001005	GAL 5:1!5	v	verb				has set free	ἠλευθέρωσεν	·	ἐλευθερόω	ἠλευθέρωσεν	1659	V-AAI-3S	third	singular			aorist	active	indicative		037010	37.135	A1:n48005001003 A0:n48005001004		
n48005001006	GAL 5:1!6	v	verb				stand firm	στήκετε	 	στήκω	στήκετε	4739	V-PAM-2P	second	plural			present	active	imperative		013001	13.30	A0:n48004031002	n48004031002	
n48005001007	GAL 5:1!7		conj				therefore	οὖν	 	οὖν	οὖν	3767	CONJ									089008	89.50			
n48005001008	GAL 5:1!8		conj				and	καὶ	 	καί	καί	2532	CONJ									089017	89.92			
n48005001009	GAL 5:1!9	adv	adv				not	μὴ	 	μή	μή	3361	PRT-N									069002	69.3			
n48005001010	GAL 5:1!10	adv	adv				again	πάλιν	 	πάλιν	πάλιν	3825	ADV									067002	67.55			
n48005001011	GAL 5:1!11		noun	common			in a yoke	ζυγῷ	 	ζυγός	ζυγῷ	2218	N-DSM		singular	masculine	dative					006002	6.8			
n48005001012	GAL 5:1!12		noun	common			of slavery	δουλείας	 	δουλεία	δουλείας	1397	N-GSF		singular	feminine	genitive					037001	37.26			
n48005001013	GAL 5:1!13	v	verb				entangle yourselves	ἐνέχεσθε	.	ἐνέχω	ἐνέχεσθε	1758	V-PPM-2P	second	plural			present	passive	imperative		037001	37.4	A1:n48004031002	n48004031002	
n48005002001	GAL 5:2!1	aux	verb				Behold	Ἴδε	 	ὁράω	Ἴδε	3708	V-2AAM-2S	second	singular			aorist	active	imperative		091003	91.13	A0:n48004031002	n48004031002	
n48005002002	GAL 5:2!2		pron	personal			I	ἐγὼ	 	ἐγώ	ἐγώ	1473	P-1NS		singular		nominative					092001	92.1			n48001001001
n48005002003	GAL 5:2!3		noun	proper			Paul	Παῦλος	 	Παῦλος	Παῦλος	3972	N-NSM		singular	masculine	nominative					093001	93.294a			
n48005002004	GAL 5:2!4	v	verb				say	λέγω	 	λέγω	λέγω	3004	V-PAI-1S	first	singular			present	active	indicative		033006	33.69	A0:n48005002002 A2:n48005002005		
n48005002005	GAL 5:2!5	io	pron	personal			to you	ὑμῖν	 	σύ	ὑμῖν	4771	P-2DP		plural		dative					092003	92.7			n48004031002
n48005002006	GAL 5:2!6		conj				that	ὅτι	 	ὅτι	ὅτι	3754	CONJ									090006	90.21			
n48005002007	GAL 5:2!7		conj				if	ἐὰν	 	ἐάν	ἐάν	1437	COND									089010	89.67			
n48005002008	GAL 5:2!8	v	verb				you shall become circumcised	περιτέμνησθε	 	περιτέμνω	περιτέμνησθε	4059	V-PPS-2P	second	plural			present	passive	subjunctive		053006	53.51	A1:n48004031002	n48004031002	
n48005002009	GAL 5:2!9	s	noun	proper			Christ	Χριστὸς	 	Χριστός	Χριστός	5547	N-NSM		singular	masculine	nominative					093001	93.387			
n48005002010	GAL 5:2!10	o	pron	personal			you	ὑμᾶς	 	σύ	ὑμᾶς	4771	P-2AP		plural		accusative					092003	92.7			n48004031002
n48005002011	GAL 5:2!11	adv	adj				nothing	οὐδὲν	 	οὐδείς	οὐδέν	3762	A-ASN-N		singular	neuter	accusative					092004	92.23			
n48005002012	GAL 5:2!12	v	verb				will profit	ὠφελήσει	.	ὠφελέω	ὠφελήσει	5623	V-FAI-3S	third	singular			future	active	indicative		035001	35.2	A0:n48005002009 A2:n48005002010 A1:n48005002011		
n48005003001	GAL 5:3!1	v	verb				I testify	μαρτύρομαι	 	μαρτύρομαι	μαρτύρομαι	3143	V-PNI-1S	first	singular			present	middlepassive	indicative		033016	33.223	A0:n48005002003 A2:n48005003005	n48005002003	
n48005003002	GAL 5:3!2		conj				now	δὲ	 	δέ	δέ	1161	CONJ									089017	89.94			
n48005003003	GAL 5:3!3	adv	adv				again	πάλιν	 	πάλιν	πάλιν	3825	ADV									067002	67.55			
n48005003004	GAL 5:3!4		adj				to every	παντὶ	 	πᾶς	παντί	3956	A-DSM		singular	masculine	dative					059003	59.24			
n48005003005	GAL 5:3!5		noun	common			man	ἀνθρώπῳ	 	ἄνθρωπος	ἀνθρώπῳ	444	N-DSM		singular	masculine	dative					009002	9.24			
n48005003006	GAL 5:3!6	v	verb				being circumcised	περιτεμνομένῳ	 	περιτέμνω	περιτεμνομένῳ	4059	V-PPP-DSM		singular	masculine	dative	present	passive	participle		053006	53.51	A1:n48005003005	n48005003005	
n48005003007	GAL 5:3!7		conj				that	ὅτι	 	ὅτι	ὅτι	3754	CONJ									090006	90.21			
n48005003008	GAL 5:3!8	p	noun	common			a debtor	ὀφειλέτης	 	ὀφειλέτης	ὀφειλέτης	3781	N-NSM		singular	masculine	nominative					071004	71.27			
n48005003009	GAL 5:3!9	vc	verb				he is	ἐστὶν	 	εἰμί	ἐστίν	1510	V-PAI-3S	third	singular			present	active	indicative		013001	13.4		n48005003005	
n48005003010	GAL 5:3!10		adj				all	ὅλον	 	ὅλος	ὅλον	3650	A-ASM		singular	masculine	accusative					063001	63.1			
n48005003011	GAL 5:3!11		det				the	τὸν	 	ὁ	τόν	3588	T-ASM		singular	masculine	accusative					092004	92.24			
n48005003012	GAL 5:3!12		noun	common			Law	νόμον	 	νόμος	νόμον	3551	N-ASM		singular	masculine	accusative					033005	33.55			
n48005003013	GAL 5:3!13	v	verb				to keep	ποιῆσαι	.	ποιέω	ποιῆσαι	4160	V-AAN					aorist	active	infinitive		042002	42.7	A0:n48005003005 A1:n48005003012	n48005003005	
n48005004001	GAL 5:4!1	v	verb				You are severed	κατηργήθητε	 	καταργέω	κατηργήθητε	2673	V-API-2P	second	plural			aorist	passive	indicative		037010	37.136	A1:n48005004007		
n48005004002	GAL 5:4!2		prep				from	ἀπὸ	 	ἀπό	ἀπό	575	PREP									089021	89.122			
n48005004003	GAL 5:4!3		noun	proper			Christ	Χριστοῦ	 	Χριστός	Χριστοῦ	5547	N-GSM		singular	masculine	genitive					093001	93.387			
n48005004004	GAL 5:4!4	s	pron	relative			whoever	οἵτινες	 	ὅστις	οἵτινες	3748	R-NPM		plural	masculine	nominative					092004	92.18			n48004031002
n48005004005	GAL 5:4!5		prep				in	ἐν	 	ἐν	ἐν	1722	PREP									089012	89.76			
n48005004006	GAL 5:4!6		noun	common			[the] Law	νόμῳ	 	νόμος	νόμῳ	3551	N-DSM		singular	masculine	dative					033005	33.55			
n48005004007	GAL 5:4!7	v	verb				are being justified	δικαιοῦσθε	,	δικαιόω	δικαιοῦσθε	1344	V-PPI-2P	second	plural			present	passive	indicative		034005	34.46	A1:n48005004004		
n48005004008	GAL 5:4!8		det				from	τῆς	 	ὁ	τῆς	3588	T-GSF		singular	feminine	genitive					092004	92.24			
n48005004009	GAL 5:4!9		noun	common			grace	χάριτος	 	χάρις	χάριτος	5485	N-GSF		singular	feminine	genitive					088009	88.66			
n48005004010	GAL 5:4!10	v	verb				you have fallen away	ἐξεπέσατε	.	ἐκπίπτω	ἐξεπέσατε	1601	V-2AAI-2P	second	plural			aorist	active	indicative		034002 090013	34.26 90.72	A0:n48005004007	n48005004007	
n48005005001	GAL 5:5!1	s	pron	personal			We	ἡμεῖς	 	ἐγώ	ἡμεῖς	1473	P-1NP		plural		nominative					092002	92.4			n48005002003 n48001002006 n48003022018 n48002013007 n48002013010 n48002014014 n48005004007
n48005005002	GAL 5:5!2		conj				for	γὰρ	 	γάρ	γάρ	1063	CONJ													
n48005005003	GAL 5:5!3	adv	noun	common			through [the] Spirit	Πνεύματι	 	πνεῦμα	Πνεύματι	4151	N-DSN		singular	neuter	dative					012001	12.18			
n48005005004	GAL 5:5!4		prep				by	ἐκ	 	ἐκ	ἐκ	1537	PREP									089012	89.77			
n48005005005	GAL 5:5!5		noun	common			faith	πίστεως	 	πίστις	πίστεως	4102	N-GSF		singular	feminine	genitive					031010	31.102			
n48005005006	GAL 5:5!6		noun	common			[the] hope	ἐλπίδα	 	ἐλπίς	ἐλπίδα	1680	N-ASF		singular	feminine	accusative					025004	25.61			
