verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,label_present_in_later_edition_csv
42:17,42,See Appendix 14. The hour of resurrection is on/y as far from us as the end of our individual lives in this world.,"See Appendix 14. The hour of resurrection is on/y as far from us as the
end of our individual lives in this world.",347,335,"[147.0, 2169.805, 1652.24, 2303.1]",False
42:21,42,"A typical example is shown in footnote 24:1-2. The idol worshipers refuse to accept Godfs laws and follow instead laws attributed to their idols, including the prophet and the various saints and imams. When God alone is advocated as the only source of jurisprudence, they become uncontrollably upset (see 17:46, 39:45, 40:10-12, and 40:84).","A typical example is shown in footnote 24:1-2. The idol worshipers
refuse to accept Godfs laws and follow instead laws attributed to their idols,
including the prophet and the various saints and imams. When God alone is
advocated as the only source of jurisprudence, they become uncontrollably
upset (see 17:46, 39:45, 40:10-12, and 40:84).",347,335,"[148.0, 2302.373, 1653.255, 2594.1]",True
42:23,42,"If everyone regards his own relatives, we will all be taken care of.","If everyone regards his own relatives, we will all be taken care of.",348,336,"[70.0, 2262.97, 1531.231, 2352.614]",False
42:24,42,"We are told here that even if the prophet erred or unintentionally distorted the Quran, God would have corrected any distortion. God is omnipotent, and He has guaranteed the integrity of Quran forever (see 15:9 and 17:73- 75).","We are told here that even if the prophet erred or unintentionally
distorted the Quran, God would have corrected any distortion. God is
omnipotent, and He has guaranteed the integrity of Quran forever (see 15:9
and 17:73- 75).",348,336,"[69.0, 2338.248, 1574.255, 2581.351]",True
43:1,43,See footnote 40:1.,See footnote 40:1.,351,339,"[128.0, 2192.565, 626.505, 2281.425]",True
43:3,43,"The word “you"" in this verse refers to all the people on earth, regardless of their language. Careful research, involving most major languages on earth, has revealed that Arabic is the most suitable language for writing statutes. See Appendix 3 for details.","The word “you"" in this verse refers to all the people on earth, regardless
of their language. Careful research, involving most major languages on earth,
has revealed that Arabic is the most suitable language for writing statutes. See
Appendix 3 for details.",351,339,"[127.0, 2269.069, 1635.506, 2509.693]",True
43:9-22,43,See footnote 41:14.,See footnote 41:14.,351,339,"[129.0, 2511.852, 705.498, 2601.652]",False
43:28,43,"The lesson of Abraham is prominently detailed throughout the Quran. He grew up in an idol-worshipping community, and without receiving any education, he looked at the universe around him and discovered God (see 6:75- 79). Similarly, no one has any excuse for not discovering and worshipping God alone. Like Abraham, we are all born with the knowledge of God as a natural instinct. (See 7:172).","The lesson of Abraham is prominently detailed throughout the Quran.
He grew up in an idol-worshipping community, and without receiving any
education, he looked at the universe around him and discovered God (see 6:75-
79). Similarly, no one has any excuse for not discovering and worshipping God
alone. Like Abraham, we are all born with the knowledge of God as a natural
instinct. (See 7:172).",352,340,"[97.0, 2233.779, 1606.993, 2580.639]",False
43:36-37,43,"Those who neglect the Quran in favor of ""hadith ” and/or “sunna ” (which are lies attributed to the prophet), believe that they are rightly guided, (see Appendices 11, 15, 16, and 17.)","Those who neglect the Quran in favor of ""hadith ” and/or “sunna ”
(which are lies attributed to the prophet), believe that they are rightly guided,
(see Appendices 11, 15, 16, and 17.)",353,341,"[121.0, 2389.123, 1630.756, 2576.639]",False
43:58,43,"The Muslims who deviated from Quran and advocated other sources of law, such as the invented “hadith ” and/or “sunna, ” are not any better than those who idolize Jesus, as stated in this verse. Deviating from the Quran constitutes disobedience of the prophet and idolizing him against his will (see 25:30-31).","The Muslims who deviated from Quran and advocated other sources
of law, such as the invented “hadith ” and/or “sunna, ” are not any better than
those who idolize Jesus, as stated in this verse. Deviating from the Quran
constitutes disobedience of the prophet and idolizing him against his will (see
25:30-31).",354,342,"[99.0, 2288.779, 1607.015, 2578.962]",False
43:81,43,"If God indeed had a son, who would object? It simply happens to be an untruth, and a blasphemy.","If God indeed had a son, who would object? It simply happens to be an
untruth, and a blasphemy.",355,343,"[88.0, 2269.668, 1599.249, 2403.1]",False
43:86,43,See Appendix 7 for details.,See Appendix 7 for details.,355,343,"[89.0, 2401.668, 792.256, 2490.392]",False
43:87,43,See footnote 23:84.,See footnote 23:84.,355,343,"[90.0, 2483.373, 638.252, 2571.168]",False
44:1,44,See footnote 40:1.,See footnote 40:1.,356,344,"[86.0, 1662.668, 583.253, 1751.392]",False
44:3,44,"The Quran was revealed into Muhammad’s heart all at once (see 2:185, r* I 17:1, 53:1-18, and 97:1), and released through his mouth over a period of 23 years (see 17:106).","The Quran was revealed into Muhammad’s heart all at once (see 2:185,
r*
I 17:1, 53:1-18, and 97:1), and released through his mouth over a period of 23
years (see 17:106).",356,344,"[51.0, 1738.919, 1593.241, 1927.1]",False
44:10,44,"This is one of the signs that must be fulfilled before the end of the world. ' The other signs include the appearance of a creature who will exhort the people to believe (27:82), the splitting of the moon (54:1), and the discovery of Quran’s secret numerical code (74:30-37), and the invasion by Gog and Magog (18:94-99 & 21:96). Three of these signs appear to have been fulfilled, namely, the decoding of the Quran’s secret, the violation of the moon in 1969, and the appearance of the “creature,” i.e., the computer (see footnote 27:82).","This is one of the signs that must be fulfilled before the end of the world.
' The other signs include the appearance of a creature who will exhort the
people to believe (27:82), the splitting of the moon (54:1), and the discovery of
Quran’s secret numerical code (74:30-37), and the invasion by Gog and Magog
(18:94-99 & 21:96). Three of these signs appear to have been fulfilled, namely,
the decoding of the Quran’s secret, the violation of the moon in 1969, and the
appearance of the “creature,” i.e., the computer (see footnote 27:82).",356,344,"[59.0, 1922.919, 1596.234, 2324.809]",True
44:11,44,"The famous Haley’s comet drags a tail of cyanogen gas that is about 3 / million miles long. If this tail passes close enough to the earth’s gravity, it can easily envelope the whole earth with cyanogen gas. Our next close encounter with Haley’s comet will take place in mid-1986, then every 75 years thereafter.","The famous Haley’s comet drags a tail of cyanogen gas that is about 3
/ million miles long. If this tail passes close enough to the earth’s gravity, it can
easily envelope the whole earth with cyanogen gas. Our next close encounter
with Haley’s comet will take place in mid-1986, then every 75 years thereafter.",356,344,"[50.0, 2319.918, 1594.244, 2560.553]",False
44:39,44,See Appendix 6.,See Appendix 6.,357,345,"[92.0, 2506.668, 584.252, 2595.392]",False
44:58,44,See 41:44 and Appendix 3.,See 41:44 and Appendix 3.,358,346,"[78.0, 2493.668, 768.247, 2582.392]",False
45:1,45,See 40:1.,See 40:1.,359,347,"[137.0, 2069.373, 459.25, 2157.168]",False
45:6,45,"See footnote 39:23. “Hadith” is no more than inventions by enemies of the prophet, as stated in 6:112-116, 25:30-31, and 45:7, aimed at repelling the people from God’s way and from the Quran (see 31:6).","See footnote 39:23. “Hadith” is no more than inventions by enemies of
the prophet, as stated in 6:112-116, 25:30-31, and 45:7, aimed at repelling the
people from God’s way and from the Quran (see 31:6).",359,347,"[135.0, 2151.373, 1647.244, 2334.731]",False
45:8,45,"God teaches us throughout the Quran that the Quran is complete, fully detailed, and shall be the only source of law. But those who advocate hadith and sunna refuse to accept these verses; they have failed the test and proved to be false muslims (see 6:112-116, 25:30-31, and Appendix 15).","God teaches us throughout the Quran that the Quran is complete, fully
detailed, and shall be the only source of law. But those who advocate hadith
and sunna refuse to accept these verses; they have failed the test and proved
to be false muslims (see 6:112-116, 25:30-31, and Appendix 15).",359,347,"[135.0, 2331.28, 1648.25, 2572.1]",False
45:28,45,See footnote 41:20-21 and Appendix 10.,See footnote 41:20-21 and Appendix 10.,360,348,"[65.0, 2477.668, 1012.253, 2566.392]",False
46:1,46,See 40:1.,See 40:1.,362,350,"[60.0, 2355.668, 378.253, 2444.392]",False
46:5,46,"Such as Jesus, Mary, Muhammad, the saints, and the righteous imams. See also 16:86.","Such as Jesus, Mary, Muhammad, the saints, and the righteous imams.
See also 16:86.",362,350,"[59.0, 2435.668, 1562.246, 2569.1]",False
46:12,46,See footnote 41:44.,See footnote 41:44.,363,351,"[140.0, 2501.373, 682.251, 2589.168]",False
46:21,46,"As it turns out, the commandment, “You shall worship God,” is not enough, since people can worship God and still go to hell. See footnote 41:14.","As it turns out, the commandment, “You shall worship God,” is not
enough, since people can worship God and still go to hell. See footnote 41:14.",364,352,"[30.0, 2213.668, 1535.247, 2346.351]",False
46:29-32,46,"If there were anything else that the prophet preached besides Quran, the jinns would have reported it to their people. The Quran constitutes God’s message, the whole message, and nothing but the message. See Appendix 15.","If there were anything else that the prophet preached besides
Quran, the jinns would have reported it to their people. The Quran constitutes
God’s message, the whole message, and nothing but the message. See
Appendix 15.",364,352,"[31.0, 2345.668, 1535.247, 2583.731]",False
47:4,47,See the laws of war in 2:190.,See the laws of war in 2:190.,366,354,"[67.0, 2475.373, 779.25, 2563.168]",False
47:18,47,See footnote 44:10.,See footnote 44:10.,367,355,"[124.0, 2491.668, 667.247, 2580.392]",True
47:33,47,"To obey God and the messenger is to uphold the Quran, the whole Quran, and nothing but the Quran. The invention of hadith and/or sunna to distort and even supersede the Quran represents the height of disobience to God and the messenger. See 6:112-116, 25:30-31, and Appendix 11.","To obey God and the messenger is to uphold the Quran, the whole
Quran, and nothing but the Quran. The invention of hadith and/or sunna to
distort and even supersede the Quran represents the height of disobience to
God and the messenger. See 6:112-116, 25:30-31, and Appendix 11.",368,356,"[64.0, 2030.596, 1571.263, 2271.459]",False
47:38,47,"The so-called muslims throughout the “Muslim world"" have abandoned the Quran en masse and failed the hadith test (see 6:112,116 and 25:30-31). It seems that a process of substitution is taking place now according to this statement. Islam is being reestablished in the English-speaking world, after being restored to its pristine purity.","The so-called muslims throughout the “Muslim world"" have
abandoned the Quran en masse and failed the hadith test (see 6:112,116 and
25:30-31). It seems that a process of substitution is taking place now according
to this statement. Islam is being reestablished in the English-speaking world,
after being restored to its pristine purity.",368,356,"[65.0, 2265.584, 1572.248, 2561.731]",True
49:2,49,"In order for the student to benefit from the teacher, the student must respectfully pay attention and observe certain etiquette. See the student/teacher behavior of Moses and his teacher in 18:66-82.","In order for the student to benefit from the teacher, the student must
respectfully pay attention and observe certain etiquette. See the
student/teacher behavior of Moses and his teacher in 18:66-82.",372,360,"[54.0, 1951.668, 1558.261, 2139.1]",True
49:7,49,"God’s messenger is fully represented by Quran, the whole Quran, and nothing but the Quran.","God’s messenger is fully represented by Quran, the whole Quran, and
nothing but the Quran.",372,360,"[54.0, 2136.28, 1560.247, 2271.731]",False
49:7,49,"There is a human tendency, with help from satan, to impose more hardship as a sign of piety. Thus, some people invariably go too far in prohibiting foods that are perfectly lawful (see Appendix 13), or imposing additional duties that were never decreed. The Quran teaches that such practices are tantamount to idol worship.","There is a human tendency, with help from satan, to impose more
hardship as a sign of piety. Thus, some people invariably go too far in
prohibiting foods that are perfectly lawful (see Appendix 13), or imposing
additional duties that were never decreed. The Quran teaches that such
practices are tantamount to idol worship.",372,360,"[54.0, 2267.918, 1560.237, 2563.731]",False
49:14,49,"A person who belieues in God and His messenger, in accordance with (this Quran, is a Muslim for as long as he harbors occasional doubts and questions. Once he gets rid of all doubts in his heart, then he is a Mu’min (believer). Therefore, a Mu’min is higher in rank than a Muslim.","A person who belieues in God and His messenger, in accordance with
(this Quran, is a Muslim for as long as he harbors occasional doubts and
questions. Once he gets rid of all doubts in his heart, then he is a Mu’min
(believer). Therefore, a Mu’min is higher in rank than a Muslim.",373,361,"[128.0, 2332.373, 1656.257, 2573.483]",False
50:1,50,See footnote 42:1 and Appendix 1.,See footnote 42:1 and Appendix 1.,375,363,"[126.0, 1750.668, 953.252, 1839.392]",True
50:2,50,"Despite the miracle imbedded in the letter Q and throughout the glorious Quran, they are still doubtful.","Despite the miracle imbedded in the letter Q and throughout the
glorious Quran, they are still doubtful.",375,363,"[127.0, 1805.373, 1632.245, 1939.809]",False
50:13,50,"The people who disbelieved Lot are mentioned in the Quran 12 times, namely in 7:80; 11:70, 74, 89; 22:43; 26:160; 27:54,56; 29:28; 38:13; 50:13, and","The people who disbelieved Lot are mentioned in the Quran 12 times,
namely in 7:80; 11:70, 74, 89; 22:43; 26:160; 27:54,56; 29:28; 38:13; 50:13, and",375,363,"[130.0, 1910.596, 1638.24, 2021.555]",False
54:33,54,"Consistently, these people are called “Qawm,” with a single exception. In this sura (Q), the people who disbelieved in Lot are called “Ikhwan.” The reader can easily see that if the word ""Qawm” was used here, as is customary throughout the Quran, the frequency of occurrence of the letter “Q”in this sura would become 58 instead of 57. The number 58 is not divisible by 19, it will not equal the 57 “Q’s”in the other Q-initialed sura (sura 42), and the total number of “Q’s” in the two suras would not equal the number of suras in the Quran (114). In other words, the whole numerical system collapses if the word “Qawm” is used instead of ‘Ikhwan.” This demonstrates the fact that every word, indeed every letter, in Quran is divinely designed beyond human ability.","Consistently, these people are called “Qawm,” with a single exception.
In this sura (Q), the people who disbelieved in Lot are called “Ikhwan.” The
reader can easily see that if the word ""Qawm” was used here, as is customary
throughout the Quran, the frequency of occurrence of the letter “Q”in this sura
would become 58 instead of 57. The number 58 is not divisible by 19, it will not
equal the 57 “Q’s”in the other Q-initialed sura (sura 42), and the total number
of “Q’s” in the two suras would not equal the number of suras in the Quran
(114). In other words, the whole numerical system collapses if the word
“Qawm” is used instead of ‘Ikhwan.” This demonstrates the fact that every
word, indeed every letter, in Quran is divinely designed beyond human ability.",375,363,"[130.0, 2021.555, 1638.24, 2576.351]",False
50:20-29,50,"These verses are written in the past tense because they are actual happenings that took place on the day of judgment. Since the day of judgment is future as far as we are concerned, it is described to us as witnessed by God.","These verses are written in the past tense because they are actual
happenings that took place on the day of judgment. Since the day of judgment
is future as far as we are concerned, it is described to us as witnessed by God.",376,364,"[70.0, 2093.448, 1570.0, 2278.411]",False
50:29,50,"Our condition at resurrection is irreversible. We end our life here with a soul that is strong, well fed, and well developed (as a result of heeding God’s message), or a soul that is weak, shrunk, and undeveloped (as a result of disregarding God’s message). God is never unjust, since he left our spiritual growth and development completely up to us. See Appendix 10.","Our condition at resurrection is irreversible. We end our life here with a
soul that is strong, well fed, and well developed (as a result of heeding God’s
message), or a soul that is weak, shrunk, and undeveloped (as a result of
disregarding God’s message). God is never unjust, since he left our spiritual
growth and development completely up to us. See Appendix 10.",376,364,"[70.0, 2278.448, 1572.996, 2571.939]",False
50:45,50,"The prophet’s message is the Quran, the whole Quran, and nothing but the Quran. (See also 6:19.)","The prophet’s message is the Quran, the whole Quran, and nothing
but the Quran. (See also 6:19.)",377,365,"[150.0, 2431.596, 1652.225, 2566.639]",False
51:56,51,"The whole idea behind creating us is to show the angels that a creature who never sees God is capable of reaching God and worshipping Him alone. When one of the angels, namely satan, entertained rebellious ideas despite the fact that he saw God and knew well that He was the absolute master, God decided to show the angels that a creature who never sees God is capable of worshiping God alone (See Appendix 6).","The whole idea behind creating us is to show the angels that a creature
who never sees God is capable of reaching God and worshipping Him alone.
When one of the angels, namely satan, entertained rebellious ideas despite the
fact that he saw God and knew well that He was the absolute master, God
decided to show the angels that a creature who never sees God is capable of
worshiping God alone (See Appendix 6).",380,368,"[61.0, 2200.918, 1569.242, 2547.731]",False
52:20,52,"See Appendix 4, detailing these allegorical descriptions of heaven and hell.","See Appendix 4, detailing these allegorical descriptions of heaven and
hell.",381,369,"[115.0, 2465.97, 1624.265, 2597.307]",False
53:3,53,"This is one of the most abused verses in Quran. Those who fell into satan’s trap and idolized the prophet against his will, claim that this statement applies to everything the prophet uttered; and not the Quran alone. Using this crutch, they proceeded to invent an endless number of lies and attributed them to the prophet. Thus, they defiantly, disobey God and the prophet. However, as stated in 6:112-116, this is God’s will in order to use the hadith and/or sunna to distinguish the true muslims from the false muslims. See Appendix 11. It should be noted that this particular expression is very common in all the scriptures (see Deuteronomy, 18:19; Gospel of John, 12:49 & 16:130).","This is one of the most abused verses in Quran. Those who fell into
satan’s trap and idolized the prophet against his will, claim that this statement
applies to everything the prophet uttered; and not the Quran alone. Using this
crutch, they proceeded to invent an endless number of lies and attributed them
to the prophet. Thus, they defiantly, disobey God and the prophet. However,
as stated in 6:112-116, this is God’s will in order to use the hadith and/or sunna
to distinguish the true muslims from the false muslims. See Appendix 11. It
should be noted that this particular expression is very common in all the
scriptures (see Deuteronomy, 18:19; Gospel of John, 12:49 & 16:130).",383,371,"[132.0, 1901.596, 1634.238, 2407.809]",False
53:8,53,See Appendix 10.,See Appendix 10.,383,371,"[133.0, 2408.086, 620.247, 2494.942]",False
53:9,53,See footnote 7:143.,See footnote 7:143.,383,371,"[134.0, 2512.93, 622.25, 2565.731]",False
53:19,53,These are female names of the two most popular idols of the pre- Muhammad era. Allat is their feminine name for Allah. The idol worshipers claimed that those idols were the daughters of God.,"These are female names of the two most popular idols of the pre-
Muhammad era. Allat is their feminine name for Allah. The idol worshipers
claimed that those idols were the daughters of God.",384,372,"[60.0, 2250.779, 1561.002, 2437.575]",False
53:26,53,There will be no intercession on the day of judgment. See Appendix 7 for details.,"There will be no intercession on the day of judgment. See Appendix 7
for details.",384,372,"[60.0, 2435.448, 1563.991, 2568.411]",False
54:1,54,"As frequently observed, the Quranic language is often in the past tense, indicating a prediction that is sure to come, or rather, an event that actually took place and was witnessed only by God, the only witness of our future. The storytellers, who were unfamiliar with the Quranic linguistics, invented numerous stories about a miracle performed by Muhammad, whereby he allegedly caused the moon to split. The flagrant contradictions among these stories testify to the false nature of “hadith.” The most “reliable” book of hadith, namely Bukhari, reports two versions of the alleged miracle, one in Mecca and one in Mina. In another book of hadith, it is reported that one-half of the moon fell down and was found in the courtyard of Ali’s house!!! The violation of the moon already took place by the landing of the humans in 1969. See also 44:10.","As frequently observed, the Quranic language is often in the past tense,
indicating a prediction that is sure to come, or rather, an event that actually
took place and was witnessed only by God, the only witness of our future. The
storytellers, who were unfamiliar with the Quranic linguistics, invented
numerous stories about a miracle performed by Muhammad, whereby he
allegedly caused the moon to split. The flagrant contradictions among these
stories testify to the false nature of “hadith.” The most “reliable” book of
hadith, namely Bukhari, reports two versions of the alleged miracle, one in
Mecca and one in Mina. In another book of hadith, it is reported that one-half
of the moon fell down and was found in the courtyard of Ali’s house!!! The
violation of the moon already took place by the landing of the humans in 1969.
See also 44:10.",386,374,"[82.0, 1826.191, 1591.021, 2489.812]",True
54:17,54,See Appendix 17.,See Appendix 17.,386,374,"[82.0, 2488.494, 588.991, 2576.13]",False
55:2,55,"The Quran is a book unlike any other book; every aspect of it is surrounded by invisible forces. Our creator teaches us that the Quran is attainable exclusively by those who sincerely seek the knowledge therein. The insincere are hopelessly barred from getting one word correctly out of Quran (see 17:45-46, 18:57, and 56:79). In direct opposition to Quran, those who idolize the prophet claim that we need the ""hadith ” in order to teach us the Quran. This verse and others throughout the Quran clearly state that only God is the teacher of Quran (see 41:44 and75:19). The inventors and followers of “hadith” are defying the Quran’s consistent assertion that our source of religious knowledge shall be the Quran, the whole Quran, and nothing but the Quran. See Appendix 15.","The Quran is a book unlike any other book; every aspect of it is
surrounded by invisible forces. Our creator teaches us that the Quran is
attainable exclusively by those who sincerely seek the knowledge therein. The
insincere are hopelessly barred from getting one word correctly out of Quran
(see 17:45-46, 18:57, and 56:79). In direct opposition to Quran, those who
idolize the prophet claim that we need the ""hadith ” in order to teach us the
Quran. This verse and others throughout the Quran clearly state that only
God is the teacher of Quran (see 41:44 and75:19). The inventors and followers
of “hadith” are defying the Quran’s consistent assertion that our source of
religious knowledge shall be the Quran, the whole Quran, and nothing but the
Quran. See Appendix 15.",389,377,"[131.0, 1738.28, 1639.238, 2348.731]",False
55:13,55,"This sura is specifically directed to the two kinds of creatures who possess the freedom of choice, namely the humans and the jinns.","This sura is specifically directed to the two kinds of creatures who
possess the freedom of choice, namely the humans and the jinns.",389,377,"[133.0, 2345.596, 1636.251, 2481.459]",False
55:20,55,See footnote 25:53.,See footnote 25:53.,389,377,"[134.0, 2479.668, 675.258, 2568.392]",False
55:37-78,55,See Appendix 10 for detailed descriptions.,See Appendix 10 for detailed descriptions.,390,378,"[54.0, 1999.373, 1103.246, 2087.168]",False
55:39-41,55,"There will be no need to ask anyone about his or her actions in this life. The righteous believers will appear strong and well developed, while the disbelievers will appear small, shrunk, and underdeveloped. See Appendbc 10.","There will be no need to ask anyone about his or her actions in this
life. The righteous believers will appear strong and well developed, while the
disbelievers will appear small, shrunk, and underdeveloped. See Appendbc 10.",390,378,"[54.0, 2076.596, 1555.265, 2263.553]",False
55:44,55,"The inhabitants of hell are the farthest from God on the day of judgment. Knowing that heaven is close to God, they will leave hell and sneak into the area closer to God. But because they are not sufficiently prepared to come close to God (see 7:143), they will suffer terribly in the presence of God and will flee back to hell, and so on forever (see Appendix 10).","The inhabitants of hell are the farthest from God on the day of
judgment. Knowing that heaven is close to God, they will leave hell and sneak
into the area closer to God. But because they are not sufficiently prepared to
come close to God (see 7:143), they will suffer terribly in the presence of God
and will flee back to hell, and so on forever (see Appendix 10).",390,378,"[50.0, 2261.596, 1558.248, 2553.731]",True
55:46,55,A paradise for the humans and a different paradise for the jinns.,A paradise for the humans and a different paradise for the jinns.,391,379,"[130.0, 2041.373, 1570.259, 2129.168]",False
55:62,55,"There will be a high heaven, which is closest to God, and below it a lower heaven, then hell, which is the farthest from God. Note how the allegorical description of the high heaven is represented by “flowing” water, while the lower heaven’s water needs pumping; the high heaven contains all kinds of fruits, while the lower heaven contains a limited number of fruits; the spouses in the high heaven are with the inhabitants, while those in the lower heaven have to go looking for spouses. See Appendices 4 and 10 for details, and sura 56.","There will be a high heaven, which is closest to God, and below it a
lower heaven, then hell, which is the farthest from God. Note how the
allegorical description of the high heaven is represented by “flowing” water,
while the lower heaven’s water needs pumping; the high heaven contains all
kinds of fruits, while the lower heaven contains a limited number of fruits; the
spouses in the high heaven are with the inhabitants, while those in the lower
heaven have to go looking for spouses. See Appendices 4 and 10 for details, and
sura 56.",391,379,"[130.0, 2118.596, 1634.248, 2569.553]",False
56:13,56,"The early generations of muslims were characterized by following the Quran, the whole Quran, and nothing but the Quran. Two hundred fifty years after the prophet, “hadith” and “sunna” appeared, followed by the various schools of jurisprudence. This marked the progressive deterioration of the “Muslim” nation.","The early generations of muslims were characterized by following the
Quran, the whole Quran, and nothing but the Quran. Two hundred fifty years
after the prophet, “hadith” and “sunna” appeared, followed by the various
schools of jurisprudence. This marked the progressive deterioration of the
“Muslim” nation.",393,381,"[135.0, 2278.918, 1639.231, 2570.133]",False
56:40,56,"Because all the humans who die as children will be assigned to the lower heaven, the proportion from each generation is about the same.","Because all the humans who die as children will be assigned to the
lower heaven, the proportion from each generation is about the same.",394,382,"[54.0, 2354.97, 1556.25, 2489.294]",False
56:59,56,See Appendix 9 for explanation of the plural tense.,See Appendix 9 for explanation of the plural tense.,394,382,"[54.0, 2488.668, 1224.256, 2577.392]",False
56:79,56,"The Quran is by no means a regular book. Only the sincere seekers of the truth will be allowed to understand it (see 41:44). The insincere will be prevented from acquiring any knowledge from the Quran (see 17:46,18:57, and Appendix 17). In fact, those who are prevented by God from learning the Quran claim that this verse means that no one can physically “touch” the Quran unless he satisfies certain ablution requirements. Obviously, this distortion is a clever satanic plot to prevent people from studying God’s message to them. Our salvation is in reading, studying, and heeding the Quran.","The Quran is by no means a regular book. Only the sincere seekers of
the truth will be allowed to understand it (see 41:44). The insincere will be
prevented from acquiring any knowledge from the Quran (see 17:46,18:57, and
Appendix 17). In fact, those who are prevented by God from learning the
Quran claim that this verse means that no one can physically “touch” the
Quran unless he satisfies certain ablution requirements. Obviously, this
distortion is a clever satanic plot to prevent people from studying God’s
message to them. Our salvation is in reading, studying, and heeding the Quran.",395,383,"[134.0, 2110.918, 1641.25, 2561.959]",True
57:8,57,See 7:172.,See 7:172.,397,385,"[134.0, 2486.494, 476.248, 2574.13]",False
57:14,57,"One example of such wishful thinking is found in the blasphemy against the prophet called “hadith.” The aduocates of ""hadith” entertain the idea that by simply uttering, “There is no god except God,"" one is guaranteed salvation. See 10:90.","One example of such wishful thinking is found in the blasphemy
against the prophet called “hadith.” The aduocates of ""hadith” entertain the
idea that by simply uttering, “There is no god except God,"" one is guaranteed
salvation. See 10:90.",398,386,"[85.0, 2097.28, 1590.24, 2336.459]",False
57:16,57,"It takes time and effort for the believers to reach total submission and complete acceptance of Quran. This is manifested in the fact that the majority of Muslims at any given time do not accept the fact that all they need is the Quran, the whole Quran, and nothing but the Quran.","It takes time and effort for the believers to reach total submission and
complete acceptance of Quran. This is manifested in the fact that the majority
of Muslims at any given time do not accept the fact that all they need is the
Quran, the whole Quran, and nothing but the Quran.",398,386,"[85.0, 2334.668, 1591.24, 2575.809]",False
57:22,57,"Each one of us has the video tape of his or her life, from birth to death, already recorded before birth. What, then, is the purpose of our existence? Do we have any choice? For the answers, see Appendices 6 and 12.","Each one of us has the video tape of his or her life, from birth to death,
already recorded before birth. What, then, is the purpose of our existence? Do
we have any choice? For the answers, see Appendices 6 and 12.",399,387,"[127.0, 2198.97, 1631.243, 2385.1]",True
57:28,57,"This verse teaches us that the Christians and Jews who reach a conviction to believe, honor, and heed this divine message will receive double the reward; a special blessing.","This verse teaches us that the Christians and Jews who reach a
conviction to believe, honor, and heed this divine message will receive double
the reward; a special blessing.",399,387,"[127.0, 2384.28, 1628.245, 2570.731]",False
58:2,58,"A common statement by Arabian husbands who wanted to punish their wives was, “You are as forbidden to me in intercourse as my mother.”","A common statement by Arabian husbands who wanted to punish their
wives was, “You are as forbidden to me in intercourse as my mother.”",400,388,"[71.0, 2465.126, 1573.243, 2570.809]",True
58:18,58,"The majority of believers are only lip-seruice believers (see 12:106). Their hearts do not believe, and they do not even know it (see 16:22). In order to show us whether we are true believers or false believers, God allowed the invention of “hadith” and “sunna” to serve as a test. Thus, the true believers will obey God and His messenger and accept the Quran only as their source of religious instruction, while the false believers will be attracted to “hadith” and ”sunna” as additional sources (see 6:112-116). These false believers swear now, and all the way through the day of judgment, that they are believers (see 6:21 -23).","The majority of believers are only lip-seruice believers (see 12:106).
Their hearts do not believe, and they do not even know it (see 16:22). In order to
show us whether we are true believers or false believers, God allowed the
invention of “hadith” and “sunna” to serve as a test. Thus, the true believers
will obey God and His messenger and accept the Quran only as their source of
religious instruction, while the false believers will be attracted to “hadith” and
”sunna” as additional sources (see 6:112-116). These false believers swear
now, and all the way through the day of judgment, that they are believers (see
6:21 -23).",401,389,"[151.0, 2069.596, 1654.242, 2568.96]",False
59:7,59,"The ignorant who idolize the prophet abuse this uerse more than any other uerse in Quran. Although we are enjoined throughout the Quran to obey God and the prophet, these ignorant people use this verse out of context to say, “Any instructions attributed to the messenger you shall follow, and whatever he forbids you, you shall leave. ” All it takes is to read the verse in order to realize that they take it out of context. But this is God’s way to expose their ignorance. Ironically, they are the first to disobey the prophet by accepting other than the Quran as their source of law. See Appendix 11.","The ignorant who idolize the prophet abuse this uerse more than any
other uerse in Quran. Although we are enjoined throughout the Quran to obey
God and the prophet, these ignorant people use this verse out of context to say,
“Any instructions attributed to the messenger you shall follow, and whatever
he forbids you, you shall leave. ” All it takes is to read the verse in order to
realize that they take it out of context. But this is God’s way to expose their
ignorance. Ironically, they are the first to disobey the prophet by accepting
other than the Quran as their source of law. See Appendix 11.",403,391,"[167.0, 2116.779, 1671.26, 2566.1]",False
60:10,60,See verse 4:24.,See verse 4:24.,407,395,"[135.0, 2491.373, 592.241, 2579.168]",False
62:5,62,"Those who are given the Quran, then turn to any other sources for religious guidance, reject God’s assertion that the Quran is complete and perfect (see 6:19, 38, 114, and Appendix 15). This example is here to serve a specific purpose; the Jews abandoned the Torah and invented the Talmud, while the Muslims abandoned the Quran and invented the “hadith. ”","Those who are given the Quran, then turn to any other sources for
religious guidance, reject God’s assertion that the Quran is complete and
perfect (see 6:19, 38, 114, and Appendix 15). This example is here to serve a
specific purpose; the Jews abandoned the Torah and invented the Talmud,
while the Muslims abandoned the Quran and invented the “hadith. ”",409,397,"[147.0, 2139.596, 1651.264, 2433.731]",False
62:9,62,"The commandment is directed to all the believers, and not only the men as claimed by the blasphemous inventions known as Hadith.","The commandment is directed to all the believers, and not only the men
as claimed by the blasphemous inventions known as Hadith.",409,397,"[148.0, 2432.596, 1647.258, 2567.731]",False
