Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
1CO	15	48	r9be	figs-nominaladj	ὁ χοϊκός…ὁ ἐπουράνιος	1	ὁ ἐπουράνιος	Paul is using the adjectives **earthly** and **heavenly** as nouns in order to refer back to the “first man” (who is “of the earth”) and the “second man” (who is “of heaven”) from the previous verse ([15:47](../15/47.md)). Your language may use adjectives in the same way. If not, you could translate these with noun phrases that refer back to those people. Alternate translation: “the earthly first man … the heavenly second man” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	1CO 15:48
1CO	15	48	jnbn	figs-explicit	οἱ χοϊκοί	1	ὁ ἐπουράνιος	Here, **those of the earth** refers to people who are not united to Jesus and who thus belong to **the earth**. Paul uses this language to connect these people with the **earthly** first man. If your readers would misunderstand **those of the earth**, you could use a word or phrase that clarifies that **those of the earth** describes people who are represented by Adam, not by Jesus. Alternate translation: “those of the earth who are represented by him” (See: [[rc://en/ta/man/translate/figs-explicit]])	1CO 15:48
1CO	15	48	mkth	figs-possession	οἱ χοϊκοί…οἱ ἐπουράνιοι	1	ὁ ἐπουράνιος	Here, **those of the earth** and **those of heaven** refer to people who are “earthly” and “heavenly.” This means that **earth** is the proper home of **those of the earth**, while **heaven** is the proper home of **those of heaven**. If your readers would misunderstand this form, you could use adjectives such as “earthly” or “heavenly,” or you could refer to the “home” of these people. Alternate translation: “those who are earthly … those who are heavenly” or “those whose home is on earth … those whose home is in heaven” (See: [[rc://en/ta/man/translate/figs-possession]])	1CO 15:48
1CO	15	48	s9pn	figs-explicit	οἱ ἐπουράνιοι	1	those who are of heaven	Here, **those of heaven** refers to people who are united to Jesus and who thus belong to **heaven**, as Jesus does. Paul uses this language to connect these people with the **heavenly** second man. If your readers would misunderstand **those of heaven**, you could use a word or phrase that clarifies that **those of heaven** describes people who are represented by Jesus, not by Adam. Alternate translation: “those of heaven, who are represented by Jesus” (See: [[rc://en/ta/man/translate/figs-explicit]])	1CO 15:48
1CO	15	49	w19v	figs-pastforfuture	ἐφορέσαμεν	1	have borne the image … will also bear the image	Here, the past tense **have borne** does not mean that **we** no longer “bear” this **image**. Rather, it means that we began to “bear” it and continue to do so now. If your readers would misunderstand **we have borne**, you could use a tense that naturally refers to a current, ongoing state. Alternate translation: “we bear” (See: [[rc://en/ta/man/translate/figs-pastforfuture]])	1CO 15:49
1CO	15	49	ax2u	figs-idiom	ἐφορέσαμεν τὴν εἰκόνα τοῦ χοϊκοῦ, φορέσωμεν καὶ τὴν εἰκόνα τοῦ ἐπουρανίου	1	have borne the image … will also bear the image	Here, to **bear the image** of something or somebody refers to being similar to that thing or person. If your readers would misunderstand **bear the image**, you could use a word or phrase that identifies something as similar or like something else. Alternate translation: “we have been modeled on the earthly, let us also be modeled on the heavenly” or “we have the likeness of the earthly, let us also have the likeness of the heavenly” (See: [[rc://en/ta/man/translate/figs-idiom]])	1CO 15:49
1CO	15	49	fm74	figs-abstractnouns	τὴν εἰκόνα τοῦ χοϊκοῦ…τὴν εἰκόνα τοῦ ἐπουρανίου	1	have borne the image … will also bear the image	If your language does not use an abstract noun for the idea behind **image**, you could express the idea by using a verb such as “reflect” or “participate.” Alternate translation: “how we reflect the earthly … how we reflect the heavenly” or “the way we participate in the earthly … the way we participate in the heavenly” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:49
1CO	15	49	mq8z	figs-nominaladj	τοῦ χοϊκοῦ…τοῦ ἐπουρανίου	1	have borne the image … will also bear the image	Paul is using the adjectives **earthly** and **heavenly** as nouns in order to refer to bodies that are **earthly** and **heavenly**. Your language may use adjectives in the same way. If not, you could translate these with noun phrases. Alternate translation: “of the earthly body … of the heavenly body” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	1CO 15:49
1CO	15	49	wx68	figs-explicit	τοῦ χοϊκοῦ…τοῦ ἐπουρανίου	1	have borne the image … will also bear the image	Here Paul does not specify whose bodies **the earthly** and **the heavenly** refer to. However, the previous verses imply that the **earthly** body belongs to the “first man,” Adam, while the **heavenly** body belongs to the “second man,” Jesus. If your readers would not make this inference, you could express the idea explicitly. Alternate translation: “of the earthly body that belongs to the first man … of the heavenly body that belongs to the second man” (See: [[rc://en/ta/man/translate/figs-explicit]])	1CO 15:49
1CO	15	49	h277	figs-imperative	φορέσωμεν καὶ	1	have borne the image … will also bear the image	Here Paul uses the exhortation **let us also bear** in order to urge all believers to act in such a way that God will raise them so that they have a body like the **heavenly** man, Jesus. Paul does not think that people change themselves into the **image of the heavenly**. If your readers would misunderstand **let us also bear**, you could clarify that Paul is urging everyone to live in a certain way. Alternate translation: “let us think and act so that we also bear” (See: [[rc://en/ta/man/translate/figs-imperative]])	1CO 15:49
1CO	15	50	by1o	figs-gendernotations	ἀδελφοί	1	Connecting Statement:	Although **brothers** is in masculine form, Paul is using it to refer to any believer, whether man or woman. If your readers would misunderstand **brothers**, you could use a nongendered word or refer to both genders. Alternate translation: “brothers and sisters” (See: [[rc://en/ta/man/translate/figs-gendernotations]])	1CO 15:50
1CO	15	50	mwy3	figs-parallelism	σὰρξ καὶ αἷμα Βασιλείαν Θεοῦ κληρονομῆσαι οὐ δύναται, οὐδὲ ἡ φθορὰ, τὴν ἀφθαρσίαν κληρονομεῖ	1	flesh and blood cannot inherit the kingdom of God. Neither does what is perishable inherit what is imperishable	Here Paul makes two very similar statements in which **flesh and blood** goes with **perishable** and **the kingdom of God** goes with **imperishable**. These two statements could: (1) be basically synonymous, and Paul repeats himself to emphasize the point. In this case, you could combine the two sentences into one if your readers would misunderstand why Paul uses two parallel sentences. Alternate translation: “perishable flesh and blood are not able to inherit the imperishable kingdom of God” (2) refer first to people who are alive (**flesh and blood**) and then to people who are dead (**perishable**). In this case, you should preserve some distinction between the two sentences. Alternate translation: “flesh and blood are not able to inherit the kingdom of God, and the perishable are not able to inherit the imperishable” (See: [[rc://en/ta/man/translate/figs-parallelism]])	1CO 15:50
1CO	15	50	nz7s	figs-hendiadys	σὰρξ καὶ αἷμα	1	flesh and blood	This phrase expresses a single idea by using two words connected with **and**. The words **flesh** and **blood** together describe the human body as it currently exists. If it would be more natural in your language, you could express this meaning with an equivalent phrase that does not use **and**. Alternate translation: “the fleshly” or “the things that exist now” (See: [[rc://en/ta/man/translate/figs-hendiadys]])	1CO 15:50
1CO	15	50	zele	figs-metonymy	σὰρξ καὶ αἷμα	1	flesh and blood	Here, **flesh and blood** figuratively represents a body that is made out of **flesh and blood**. If your readers would misunderstand **flesh and blood**, you could use an equivalent expression or plain language. Alternate translation: “flesh and blood bodies” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1CO 15:50
1CO	15	50	e4gd	figs-metaphor	κληρονομῆσαι…κληρονομεῖ	1	inherit	Here Paul speaks of **the kingdom of God** that is **imperishable** as if it were property that a parent could pass on to their child when the parent dies. He speaks in this way to indicate that believers will eventually receive and live in **the kingdom of God** that God has promised to them. If your readers would misunderstand this figure of speech, you could use a comparable metaphor or express the idea nonfiguratively. Alternate translation: “to live in … does … live in” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1CO 15:50
1CO	15	50	t68j	figs-nominaladj	ἡ φθορὰ, τὴν ἀφθαρσίαν	1	the perishable … the imperishable	Paul is using the adjectives **perishable** and **imperishable** as nouns in order to refer to **perishable** bodies and the **imperishable** kingdom. Your language may use adjectives in the same way. If not, you could translate these with appropriate noun phrases. Alternate translation: “a perishable body … the imperishable kingdom” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	1CO 15:50
1CO	15	51	g2bp	figs-exclamations	ἰδοὺ	1	we will all be changed	Here, **Behold** draws the attention of the audience and asks them to listen carefully. If your readers would misunderstand **Behold**, you could use a word or phrase that asks the audience to listen. Alternate translation: “Listen up” or “Hear me” (See: [[rc://en/ta/man/translate/figs-exclamations]])	1CO 15:51
1CO	15	51	lxl4	figs-abstractnouns	μυστήριον	1	we will all be changed	If your language does not use an abstract noun for the idea behind **mystery**, you could express the idea by using an adjective such as “secret” or “mysterious.” Alternate translation: “a mysterious thing” or “what was secret” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:51
1CO	15	51	c3cx	figs-exclusive	πάντες οὐ κοιμηθησόμεθα, πάντες…ἀλλαγησόμεθα	1	we will all be changed	Here, **we** refers to all believers, including Paul, the Corinthians, and others. Paul is speaking in general terms about believers. He does not necessarily think that he is one who will not **fall asleep**. (See: [[rc://en/ta/man/translate/figs-exclusive]])	1CO 15:51
1CO	15	51	dt91	figs-euphemism	πάντες οὐ κοιμηθησόμεθα	1	we will all be changed	Here Paul refers to how people die as if they **fall asleep**. This is a polite way of referring to something unpleasant. If your readers would misunderstand **fall asleep**, you could use a different polite way of referring to death or you could state the idea plainly. Alternate translation: “We will not all pass away” (See: [[rc://en/ta/man/translate/figs-euphemism]])	1CO 15:51
1CO	15	51	k5dw	figs-activepassive	πάντες…ἀλλαγησόμεθα	2	we will all be changed	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Paul uses the passive form here to focus on the people who are **changed** rather than focusing on the person who does the “changing.” If you must state who does the action, Paul implies that “God” does it. Alternate translation: “God will change us all” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1CO 15:51
1CO	15	52	r4ix	figs-idiom	ἐν ῥιπῇ ὀφθαλμοῦ	1	in the twinkling of an eye	Here, **in the twinkling of an eye** refers to the speed at which one moves or blinks one’s eye. Paul’s point is that the “change” ([15:51](../15/51.md)) will take place so quickly that one cannot move one’s eye fast enough to see it, or if one blinks, one might miss it. If your readers would misunderstand this figure of speech, you could use a comparable metaphor or express the idea nonfiguratively. Alternate translation: “in the blink of an eye” or “at great speed” (See: [[rc://en/ta/man/translate/figs-idiom]])	1CO 15:52
1CO	15	52	h668	figs-explicit	ἐν τῇ ἐσχάτῃ σάλπιγγι; σαλπίσει γάρ	1	at the last trumpet	Paul refers briefly to the **last trumpet** without explanation because the Corinthians would have known what he was talking about. In Paul’s culture, people knew that a **trumpet** would **sound** to signal the Day of the Lord, in this case, the day when Jesus comes back, the dead rise, and the world is renewed. An angel or archangel would blow this trumpet. If your readers would not make such inferences about **the last trumpet**, you could express some of these ideas explicitly. Alternate translation: “when we hear the trumpet that means that Jesus is coming back. For that trumpet will sound” or “when an angel sounds the end-times trumpet. For the angel will sound that trumpet” (See: [[rc://en/ta/man/translate/figs-explicit]])	1CO 15:52
1CO	15	52	l66q	figs-activepassive	οἱ νεκροὶ ἐγερθήσονται	1	the dead will be raised	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Paul uses the passive here to focus on **the dead** who **will be raised** rather than focusing on the one doing the “raising.” If you must state who does the action, Paul implies that “God” does it. Alternate translation: “God will raise the dead” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1CO 15:52
1CO	15	52	ibhu	figs-nominaladj	οἱ νεκροὶ	1	the dead will be raised	Paul is using the adjective **dead** as a noun in order to refer to believers who are **dead**. Your language may use adjectives in the same way. If not, you could translate this with a noun phrase. Alternate translation: “the dead people” or “the corpses” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	1CO 15:52
1CO	15	52	ehf0	figs-exclusive	ἡμεῖς	1	the dead will be raised	Here, **we** refers to Paul, the Corinthians, and all other believers who are alive. Paul included himself in this group because he was alive when he sent this letter. If your readers would misunderstand that **we** refers to living believers, you could use a phrase that makes this explicit. Alternate translation: “we who are alive” (See: [[rc://en/ta/man/translate/figs-exclusive]])	1CO 15:52
1CO	15	52	p8f8	figs-activepassive	ἡμεῖς ἀλλαγησόμεθα	1	We will be changed	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Paul uses the passive here to focus on **we** who **will be changed** rather than focusing on the one doing the “changing.” If you must state who does the action, Paul implies that “God” does it. Alternate translation: “God will change us” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1CO 15:52
1CO	15	53	n7mf	figs-parallelism	τὸ φθαρτὸν τοῦτο ἐνδύσασθαι ἀφθαρσίαν, καὶ τὸ θνητὸν τοῦτο ἐνδύσασθαι ἀθανασίαν	1	We will be changed	Here Paul makes two very similar statements in which **perishable** goes with **mortal** and **incorruptibility** goes with **immortality**. These two statements are basically synonymous, and Paul repeats himself to emphasize the point. If your readers would misunderstand why Paul uses two parallel sentences, you could combine the two sentences into one. Alternate translation: “this perishable mortal to put on incorruptible immortality” or “this perishable and mortal to put on incorruptibility and immortality” (See: [[rc://en/ta/man/translate/figs-parallelism]])	1CO 15:53
1CO	15	53	yarq	figs-nominaladj	τὸ φθαρτὸν τοῦτο…τὸ θνητὸν τοῦτο	1	We will be changed	Paul is using the adjectives **perishable** and **mortal** as nouns in order to refer to **perishable** and **mortal** bodies. Your language may use adjectives in the same way. If not, you could translate these with appropriate noun phrases. Alternate translation: “this perishable body … this mortal body” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	1CO 15:53
1CO	15	53	iyd2	figs-metaphor	ἐνδύσασθαι ἀφθαρσίαν…ἐνδύσασθαι ἀθανασίαν	1	must put on	Here Paul speaks as if the **perishable** and the **mortal** could **put on incorruptibility** and **immortality** like they were pieces of clothing. He does not mean that believers still have what is **perishable** and **mortal** somehow underneath **incorruptibility** and **immortality**. Instead, Paul uses the metaphor to illustrate how people will change identity from what is **perishable** and **mortal** to **incorruptibility** and **immortality**. If your readers would misunderstand this figure of speech, you could use a comparable metaphor or express the idea nonfiguratively. Alternate translation: “to change into incorruptibility … to change into immortality” or “to become incorruptible … to become immortal” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1CO 15:53
1CO	15	53	vyoo	figs-abstractnouns	ἀφθαρσίαν…ἀθανασίαν	1	must put on	If your language does not use abstract nouns for the ideas behind **incorruptibility** and **immortality**, you could express the idea by using adjectives such as “incorruptible” and “immortal.” Alternate translation: “what is incorruptible … what is immortal” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:53
1CO	15	54	zuo5	figs-doublet	τὸ φθαρτὸν τοῦτο ἐνδύσηται ἀφθαρσίαν, καὶ τὸ θνητὸν τοῦτο ἐνδύσηται ἀθανασίαν	1	when this perishable body has put on what is imperishable	Here, these clauses repeat the words found at the end of the last verse ([15:53](../15/53.md)). Paul repeats these words to make what he is arguing very clear. If your readers do not need these words to be repeated, and if they would be confused about why Paul is repeating himself, you could refer back to the words in the previous verse with a short phrase. Alternate translation: “that happens” (See: [[rc://en/ta/man/translate/figs-doublet]])	1CO 15:54
1CO	15	54	qq5m	figs-parallelism	τὸ φθαρτὸν τοῦτο ἐνδύσηται ἀφθαρσίαν, καὶ τὸ θνητὸν τοῦτο ἐνδύσηται ἀθανασίαν	1	when this perishable body has put on what is imperishable	Here Paul makes two very similar statements in which **perishable** goes with **mortal** and **incorruptibility** goes with **immortality**. These two statements are basically synonymous, and Paul repeats himself to emphasize the point. If your readers would misunderstand why Paul uses two parallel sentences, you could combine the two sentences into one. Alternate translation: “this perishable mortal has put on incorruptible immortality” or “this perishable and mortal has put on incorruptibility and immortality” (See: [[rc://en/ta/man/translate/figs-parallelism]])	1CO 15:54
1CO	15	54	aq9a	figs-nominaladj	τὸ φθαρτὸν τοῦτο…τὸ θνητὸν τοῦτο	1	when this perishable body has put on what is imperishable	Paul is using the adjectives **perishable** and **mortal** as nouns in order to refer to **perishable** and **mortal** bodies. Your language may use adjectives in the same way. If not, you could translate these with appropriate noun phrases. Alternate translation: “this perishable body … this mortal body” (See: [[rc://en/ta/man/translate/figs-nominaladj]])	1CO 15:54
1CO	15	54	j9zs	figs-metaphor	ἐνδύσηται ἀφθαρσίαν…ἐνδύσηται ἀθανασίαν	1	this mortal body has put on immortality	Here Paul speaks as if the **perishable** and the **mortal** could **put on incorruptibility** and **immortality** like they were pieces of clothing. He does not mean that believers still have what is **perishable** and **mortal** somehow underneath **incorruptibility** and **immortality**. Instead, Paul uses the metaphor to illustrate how people will change identity from what is **perishable** and **mortal** to **incorruptibility** and **immortality**. If your readers would misunderstand this figure of speech, you could use a comparable metaphor or express the idea nonfiguratively. Alternate translation: “has changed into incorruptibility … has changed into immortality” or “has become incorruptible … has become immortal” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1CO 15:54
1CO	15	54	yjhy	figs-abstractnouns	ἀφθαρσίαν…ἀθανασίαν	1	this mortal body has put on immortality	If your language does not use abstract nouns for the ideas behind **incorruptibility** and **immortality**, you could express the idea by using adjectives such as “incorruptible” and “immortal.” Alternate translation: “what is incorruptible … what is immortal” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:54
1CO	15	54	idtf	figs-idiom	γενήσεται	1	this mortal body has put on immortality	Here, **will come about** identifies that something will happen or come to pass. If your readers would misunderstand **will come about**, you could use a comparable idiom or express the idea nonfiguratively. Alternate translation: “will come to pass” or “will be realized” (See: [[rc://en/ta/man/translate/figs-idiom]])	1CO 15:54
1CO	15	54	ozha	figs-metonymy	ὁ λόγος	1	this mortal body has put on immortality	Here, **word** figuratively represents what someone says or writes in words. If your readers would misunderstand **word**, you could use an equivalent expression or plain language. Alternate translation: “the message” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1CO 15:54
1CO	15	54	r5he	figs-activepassive	ὁ γεγραμμένος	1	this mortal body has put on immortality	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Paul uses the passive form here to focus on what **is written** rather than focusing on the person doing the “writing.” If you must state who does the action, you could express it so that: (1) the scripture author writes or speaks the words. Alternate translation: “the prophets have written” (2) God speaks the words. Alternate translation: “God has said” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1CO 15:54
1CO	15	54	b3xw	figs-quotations	ὁ γεγραμμένος, κατεπόθη ὁ θάνατος εἰς νῖκος	1	this mortal body has put on immortality	If you do not use this form in your language, you could translate this statement as an indirect quote instead of as a direct quote. Alternate translation: “that is written about how death is swallowed up in victory” (See: [[rc://en/ta/man/translate/figs-quotations]])	1CO 15:54
1CO	15	54	s7jw	figs-metaphor	κατεπόθη ὁ θάνατος εἰς νῖκος	1	this mortal body has put on immortality	Here the quote refers to **Death** as if it were food that could be **swallowed up**. This illustrates that **Death** has been defeated as surely as if someone devoured it as though death were food. If your readers would misunderstand this figure of speech, you could use a comparable metaphor or express the idea nonfiguratively. Alternate translation: “Death is destroyed in victory” or “Death is trampled in victory” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1CO 15:54
1CO	15	54	vkl5	figs-activepassive	κατεπόθη ὁ θάνατος εἰς νῖκος	1	this mortal body has put on immortality	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. Paul uses the passive here to focus on **Death**, which **is swallowed up**, rather than focusing on the person or thing doing the “swallowing.” If you must state who does the action, Paul implies that “God” does it. Alternate translation: “God has swallowed up death in victory” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1CO 15:54
1CO	15	54	ph5j	figs-abstractnouns	θάνατος εἰς νῖκος	1	this mortal body has put on immortality	If your language does not use abstract nouns for the ideas behind **Death** and **victory**, you could express the ideas by using verbs such as “die” and “conquer.” Alternate translation: “How people die … when God conquers” or “The fact that people die … by God, who is victorious” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:54
1CO	15	55	zw75	figs-quotations	ποῦ σου, θάνατε, τὸ νῖκος? ποῦ σου, θάνατε, τὸ κέντρον?	1	Death, where is your victory? Death, where is your sting?	If you do not use this form in your language, you could translate this statement as an indirect quote instead of as a direct quote. You may need to include a word or phrase at the beginning to indicate that Paul is introducing a new quotation. Alternate translation: “It is further written that death is asked about where its victory is and about where its sting is” (See: [[rc://en/ta/man/translate/figs-quotations]])	1CO 15:55
1CO	15	55	c9zw	figs-apostrophe	ποῦ σου, θάνατε, τὸ νῖκος? ποῦ σου, θάνατε, τὸ κέντρον?	1	Death, where is your victory? Death, where is your sting?	Here Paul quotes how Hosea figuratively addresses something that he knows cannot hear him, **death**, in order to show his listeners in a strong way how he feels about it. If this is confusing in your language, consider expressing this feeling by talking about **death**. Alternate translation: “Where is the victory of death? Where is the sting of death?” (See: [[rc://en/ta/man/translate/figs-apostrophe]])	1CO 15:55
1CO	15	55	rn56	figs-abstractnouns	ποῦ σου, θάνατε, τὸ νῖκος? ποῦ σου, θάνατε, τὸ κέντρον?	1	Death, where is your victory? Death, where is your sting?	If your language does not use an abstract noun for the idea behind **death**, you could express the idea by using a verb such as “die.” If you do this, you may need to express the direct address to **death** in another way. Alternate translation: “When people die, where is the victory? When people die, where is the sting?” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:55
1CO	15	55	l23m	figs-parallelism	ποῦ σου, θάνατε, τὸ νῖκος? ποῦ σου, θάνατε, τὸ κέντρον?	1	Death, where is your victory? Death, where is your sting?	Here Paul quotes how Hosea repeats **O death, where {is} your**. Parallel structures like this were poetic in Hosea’s culture. If your readers would misunderstand why he repeats words and structure, and if it would not be poetic in your culture, you could eliminate some or all of the repetition and make the statements sound like poetry in another way. Alternate translation: “O death, where is your conquest?” or “O death, where are are your victory and sting?” (See: [[rc://en/ta/man/translate/figs-parallelism]])	1CO 15:55
1CO	15	55	pdxo	figs-rquestion	ποῦ σου, θάνατε, τὸ νῖκος? ποῦ σου, θάνατε, τὸ κέντρον?	1		Paul does not quote these questions because he is looking for information about **where** death’s **victory** and **sting** are. Rather, the questions involve the Corinthians in what Paul is arguing. The question assumes that the answer is “nowhere.” In other words, there is no **victory** or **sting** for **death**. If your readers would misunderstand these questions, you could express the idea with a strong negation. Alternate translation: “O death, you have no victory! O death, you have no sting!” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1CO 15:55
1CO	15	55	gg3d	figs-you	σου…σου	1	your … your	Both appearances of **your** refer back to **death** and are singular. (See: [[rc://en/ta/man/translate/figs-you]])	1CO 15:55
1CO	15	55	r1sl	figs-abstractnouns	ποῦ σου…τὸ νῖκος	1	your … your	If your language does not use an abstract noun for the idea behind **victory**, you could express the idea by using a verb such as “conquer.” Alternate translation: “have you conquered anything” or “where is how you have conquered” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:55
1CO	15	55	z5dn	figs-metaphor	ποῦ σου…τὸ κέντρον	2	your … your	Here, **sting** refers to a sharp point, particularly the kind that insects have that can pierce skin, inject poison, and cause pain. The author of this quotation (Hosea) speaks as if **death** has a **sting**, referring to how death causes pain both for the person who dies and for others who have lost someone they love. If your readers would misunderstand **sting**, you could use a comparable figure of speech or express the idea nonfiguratively. Alternate translation: “where is the pain that you cause” or “where is your ability to harm” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1CO 15:55
1CO	15	56	qal8	figs-metaphor	τὸ…κέντρον τοῦ θανάτου ἡ ἁμαρτία	1	the sting of death is sin	Here, **the sting of death** refers back to the same words in the quote in [15:56](../15/56.md). Express the metaphor the same you did there. “the pain that death causes comes from sin” or “death’s ability to harm {is} sin” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1CO 15:56
1CO	15	56	iyd3	figs-abstractnouns	τοῦ θανάτου ἡ ἁμαρτία	1	the sting of death is sin	If your language does not use abstract nouns for the ideas behind **death** and **sin**, you could express the ideas by using verbs such as “die” and “sin.” Alternate translation: “that leads to dying is how people sin” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:56
1CO	15	56	pf4e	figs-abstractnouns	ἡ…δύναμις τῆς ἁμαρτίας ὁ νόμο	2	the power of sin is the law	If your language does not use abstract nouns for the ideas behind **power** and **sin**, you could express the ideas by using verbs such as “empower” and “sin.” Alternate translation: “the law makes what make people do wrong powerful” or “it is the law that empowers how people sin” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:56
1CO	15	57	rmnx	figs-idiom	τῷ…Θεῷ χάρις	1	gives us the victory	Here, **thanks {be} to God** is a way to indicate that one is praising God for something. If your readers would misunderstand this phrase, you could use a normal way in your language to thank or praise someone for what that person has done. Alternate translation: “we thank God” or “we give glory to God” (See: [[rc://en/ta/man/translate/figs-idiom]])	1CO 15:57
1CO	15	57	ztj6	figs-abstractnouns	τῷ διδόντι ἡμῖν τὸ νῖκος	1	gives us the victory	If your language does not use an abstract noun for the idea behind **victory**, you could express the idea by using a verb such as “defeat” or “conquer.” Alternate translation: “who empowers us to defeat them” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:57
1CO	15	57	kr1m	figs-explicit	τὸ νῖκος	1	gives us the victory	Here Paul does not express whom **the victory** is over. However, the Corinthians would have inferred from the previous verse that Paul meant both “sin” and “death.” If your readers would not make this inference, you could express the idea explicitly. Alternate translation: “the victory over sin and death” (See: [[rc://en/ta/man/translate/figs-explicit]])	1CO 15:57
1CO	15	58	k4c4	figs-gendernotations	ἀδελφοί	1	Connecting Statement:	Although **brothers** is in masculine form, Paul is using it to refer to any believer, whether man or woman. If your readers would misunderstand **brothers**, you could use a nongendered word or refer to both genders. Alternate translation: “brothers and sisters” (See: [[rc://en/ta/man/translate/figs-gendernotations]])	1CO 15:58
1CO	15	58	xubx	figs-activepassive	ἀδελφοί μου ἀγαπητοί	1	Connecting Statement:	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. If you must state who does the action, Paul implies that he himself loves them. Alternate translation: “my brothers whom I love” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1CO 15:58
1CO	15	58	e1ew	figs-doublet	ἑδραῖοι…ἀμετακίνητοι	1	be steadfast and immovable	Here, both **steadfast** and **immovable** refer to people who hold their positions steadily. The word **steadfast** emphasizes that someone is reliable or faithful, while **immovable** emphasizes that someone is stable and cannot be moved. Paul uses two similar words to emphasize the need to maintain one position. If your language does not have two words to represent these ideas, or if your readers would find the repetition confusing instead of emphatic, you could express the idea with a single word or phrase. Alternate translation: “reliable” or “strong in your faith” (See: [[rc://en/ta/man/translate/figs-doublet]])	1CO 15:58
1CO	15	58	j1pl	figs-metaphor	ἑδραῖοι γίνεσθε, ἀμετακίνητοι	1	be steadfast and immovable	Here Paul speaks as if he wanted the Corinthians to be an object or thing that stays in one place. He speaks in this way because he wants them to continue to believe the gospel as firmly as if it was a location that they could remain in. If your readers would misunderstand this figure of speech, you could use a comparable metaphor or express the idea nonfiguratively. Alternate translation: “become those with a tight grip” or “dependable, stable” (See: [[rc://en/ta/man/translate/figs-metaphor]])	1CO 15:58
1CO	15	58	a9kb	figs-abstractnouns	τῷ ἔργῳ τοῦ Κυρίου	1	be steadfast and immovable	If your language does not use an abstract noun for the idea behind **work**, you could express the idea by using a verb such as “work.” Alternate translation: “how you work for the Lord” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:58
1CO	15	58	zn8f	figs-possession	ἐν τῷ ἔργῳ τοῦ Κυρίου	1	Always abound in the work of the Lord	Here Paul uses the possessive form to describe **work** that is done for **the Lord**. If your language does not use that form for this meaning, you could express the idea with a phrase such as “that is for.” Alternate translation: “in your work for the Lord” (See: [[rc://en/ta/man/translate/figs-possession]])	1CO 15:58
1CO	15	58	i1o4	figs-abstractnouns	ὁ κόπος ὑμῶν	1	Always abound in the work of the Lord	If your language does not use an abstract noun for the idea behind **labor**, you could express the idea by using a verb such as “labor.” Alternate translation: “how you labor” (See: [[rc://en/ta/man/translate/figs-abstractnouns]])	1CO 15:58
1CO	15	58	r782	figs-idiom	κενὸς	1	Always abound in the work of the Lord	Here, **in vain** identifies a cause that does not have its intended effect. In this case, the Corinthians’ **labor** is not **in vain** because it is **in the Lord** and will thus lead to its intended effect. If your readers would misunderstand **in vain**, you could use a word or phrase that identifies a cause that does not have its intended effect. Alternate translation: “for nothing” or “to no purpose” (See: [[rc://en/ta/man/translate/figs-idiom]])	1CO 15:58
