marker,verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,bbox_normalized,later_edition_candidates_same_label,exact_match_to_later_edition
*,38:34,38,"& 41 Solomon and Job represent both ends of the testing spectrum. We are put to the test through wealth, health, or lack of them, to see if we worship God always.","& 41 Solomon and Job represent both ends of the testing spectrum. We are put
to the test through wealth, health, or lack of them, to see if we worship God always.",474,455,"[39.25, 638.598, 477.974, 660.269]","[0.075787, 0.893519, 0.922908, 0.923841]","& 41 Solomon and Job represent both ends of the testing spectrum. We are put to the test through wealth, health, or lack of them, to see if we worship God alone under all circumstances.",False
*,38:69,38,"The feud in the High Society was triggered by Satan’s challenge to God’s absolute authority. This is definitely the most important event in the history of the human race, since we failed to make a firm stand regarding God’s absolute authority. We are here to redeem ourselves (See Introduction and Appendix 7)","The feud in the High Society was triggered by Satan’s challenge to God’s ab
solute authority. This is definitely the most important event in the history of the
human race, since we failed to make a firm stand regarding God’s absolute authority.
We are here to redeem ourselves (See Introduction and Appendix 7)",476,457,"[39.95, 615.798, 480.052, 667.898]","[0.077138, 0.861617, 0.92692, 0.934515]",The feud in the High Society was triggered by Satan's challenge to God's absolute authority. This is definitely the most important event in the history of the human race. We failed to make a firm stand regarding God's absolute authority. This life represents the third and final chance to redeem ourselves (See the Introduction and Appendix 7).,False
*,39:5,39,This verse clearly informs us that the earth is round. The Arabic for “He rolls” (Yukawwiru) is derived from the Arabic word for “ball” (Kurah). The Quran is replete with scientific information that became known to us many centuries after the revelation of the Quran. See Appendix 20.,"This verse clearly informs us that the earth is round. The Arabic for “He rolls”
(Yukawwiru) is derived from the Arabic word for “ball” (Kurah). The Quran is replete
with scientific information that became known to us many centuries after the revela
tion of the Quran. See Appendix 20.",477,458,"[41.15, 612.548, 478.538, 664.048]","[0.079455, 0.85707, 0.923997, 0.929128]","This verse clearly informs us that the earth is round. The Arabic for ""He rolls"" (Yukawwir) is derived from the Arabic word for ""ball"" (Kurah). Since the Earth is not exactly round, a specific reference to its shape is given in 79:30. The Quran is replete with scientific information that became known to us centuries after the revelation of the Quran. See Appendix 20.",False
*,39:45,39,"Despite the clear commandment in 3:18 that the First Pillar of Islam ii proclaiming: “Ash-hadu An Laa Elaaha Ellaa Allah (there is no other god beside God),” the majority of “Muslims” insist upon adding the name of Muhammad. This Greatest Criterion alerts us that rejoicing in adding the name of Muhammad, or any other name, exposes disbelief in the Hereafter. See also Footnote 17:46.","Despite the clear commandment in 3:18 that the First Pillar of Islam ii
proclaiming: “Ash-hadu An Laa Elaaha Ellaa Allah (there is no other god besidet
God),” the majority of “Muslims” insist upon adding the name of Muhammad. Thii
Greatest Criterion alerts us that rejoicing in adding the name of Muhammad, or any
other name, exposes disbelief in the Hereafter. See also Footnote 17:46.",482,463,"[39.5, 592.898, 478.652, 651.997]","[0.07627, 0.829576, 0.924217, 0.912267]","Despite the clear commandment in 3:18 that the First Pillar of Submission is proclaiming: ""Ash-hadu An Lã Elãha Ellã Allãh (there is no other god beside God),"" the majority of ""Muslims"" insist upon adding the name of Muhammad. This Greatest Criterion alerts us that rejoicing in adding the name of Muhammad, or any other name, exposes disbelief in the Hereafter. See also Footnote 17:46.",False
*,39:67,39,"Our universe, with its billion galaxies, a billion trillion stars, uncountable decillions of heavenly bodies, spanning many billions of light-years, is the smallest and innermost of seven universes. This incomprehensible vastness of the seven universes k within God’s hand. Such is the greatness of God. See Appendix 6.","Our universe, with its billion galaxies, a billion trillion stars, uncountable decil-
lions of heavenly bodies, spanning many billions of light-years, is the smallest and in
nermost of seven universes. This incomprehensible vastness of the seven universes k
within God’s hand. Such is the greatness of God. See Appendix 6.",484,465,"[39.95, 607.748, 481.09, 654.212]","[0.077138, 0.850354, 0.928925, 0.915366]","Our universe, with its billion galaxies, a billion trillion stars, uncountable decillions of heavenly bodies, spanning many billions of light-years, is the smallest and innermost of seven universes. This incomprehensible vastness of the seven universes is within God's hand. Such is the greatness of God. See Appendix 6.",False
*,40:1,40,"The initials “Haa Meem” occur in Suras 40-46. The total frequency of occurrence of the letters “Haa” and “Meem” in the seven suras is 2147, or 19x113 (Appendix 1).","The initials “Haa Meem” occur in Suras 40-46. The total frequency of occurrence
of the letters “Haa” and “Meem” in the seven suras is 2147, or 19x113 (Appendix 1).",486,467,"[39.5, 643.398, 478.12, 668.748]","[0.07627, 0.900235, 0.92319, 0.935704]","The initials ""Hã Mîm"" occur in Suras 40-46. The total frequency of occurrence of the letters ""Hã"" and ""Mîm"" in the seven suras is 2147, or 19x113 (Appendix 1).",False
*,40:34,40,"The Jews refused to believe in the Messiah when he came to them, the Christians refused to believe in Muhammad when he came, and a majority of today's Muslims believe that Muhammad was the last messenger. On that erroneous basis, they refused to accept God’s Messenger of the Covenant We learn from 3:81-90 and 33:1 that those who fail to accept the Quranic injunction to “believe in and support God’s messenger of the covenant” are no longer believers. See Appendices 2 & 26.","The Jews refused to believe in the Messiah when he came to them, the Chris
tians refused to believe in Muhammad when he came, and a majority of today's Mus
lims believe that Muhammad was the last messenger. On that erroneous basis, they
refused to accept God’s Messenger of the Covenant We learn from 3:81-90 and 33:1
that those who fail to accept the Quranic injunction to “believe in and support God’s
messenger of the covenant” are no longer believers. See Appendices 2 & 26.",490,471,"[40.2, 581.848, 480.95, 660.546]","[0.077621, 0.814115, 0.928654, 0.924228]","The Jews refused to believe in the Messiah when he came to them, the Christians refused to believe in Muhammad when he came to them, and a majority of today's Muslims believe that Muhammad was the last messenger. On that erroneous basis, they refused to accept God's Messenger of the Covenant. We learn from 3:81-90 and 33:7 that those who fail to accept the Quranic injunction to ""believe in and support God's Messenger of the Covenant"" are no longer believers. See Appendices 2 & 26.

±±40:34 It is noteworthy that we find the name ""Rashad"" in the Arabic text precisely four verses ahead of the injunction against saying ""the last messenger,"" and also four verses after it.",False
*,40:60,40,"Supplication, imploring God for anything, even material luxuries, is a form of worship. Hence the commandment to implore God whenever we have any needs. An atheist will never implore God for anything.","Supplication, imploring God for anything, even material luxuries, is a form of
worship. Hence the commandment to implore God whenever we have any needs. An
atheist will never implore God for anything.",493,474,"[41.4, 587.148, 477.908, 625.547]","[0.079938, 0.821531, 0.92278, 0.875258]","Supplication, imploring God for anything, even material luxuries, is a form of worship. Hence the commandment to implore God whenever we have any need. An atheist will never implore God for anything.",False
*,40:64,40,"See Footnotes 15:20, 20:54, 25:2, and 35:12-13.","See Footnotes 15:20, 20:54, 25:2, and 35:12-13.",493,474,"[41.9, 626.848, 477.608, 639.483]","[0.080904, 0.877078, 0.922201, 0.894757]","See Footnotes 15:20, 20:54, 25:2, and 35:12-13.",True
*,40:66,40,The Arabic word “Nahaa” used in this verse indicates the stopping of something that was going on. See for example the same word in 4:171. See also 93:7.,"The Arabic word “Nahaa” used in this verse indicates the stopping of something
that was going on. See for example the same word in 4:171. See also 93:7.",493,474,"[41.9, 639.483, 477.608, 664.751]","[0.080904, 0.894757, 0.922201, 0.930112]","The Arabic word ""Nahaa"" used in this verse indicates the stopping of something that was going on. See for example the same word in 4:171. See also 93:7.",False
*,40:72,40,"Those who did not prepare themselves will suffer tremendously in the presence of God, on the Day of Judgment They cannot stand the closeness to God due to lack ol sufficient growth and development of their souls. I am using “Inferno” to describe this particular situation. See 55:44.","Those who did not prepare themselves will suffer tremendously in the presence
of God, on the Day of Judgment They cannot stand the closeness to God due to lack ol
sufficient growth and development of their souls. I am using “Inferno” to describe this
particular situation. See 55:44.",494,475,"[39.25, 609.698, 478.64, 662.497]","[0.075787, 0.853082, 0.924194, 0.926958]","Those who did not prepare themselves will suffer tremendously in the presence of God, on the Day of Judgment. They cannot stand the closeness to God due to lack of sufficient growth and development of their souls. I am using ""Inferno"" to describe this particular situation (55:44). Preparation of the soul is accomplished by the rites decreed by God, such as the Contact Prayer.",False
*,40:78,40,"We learn from 17:45-46, 18:57, and 56:79 that the unbelievers have no access to the Quran; only the believers and the sincere seekers are permitted by God to understand it. The Quran’s mathematical code, “One of the great miracles” (74:30-35), was authorized by God, and revealed through His Messenger of the Covenant (Appendix 2).","We learn from 17:45-46, 18:57, and 56:79 that the unbelievers have no access to
the Quran; only the believers and the sincere seekers are permitted by God to under
stand it. The Quran’s mathematical code, “One of the great miracles” (74:30-35), was
authorized by God, and revealed through His Messenger of the Covenant (Appendix 2).",495,476,"[40.9, 611.348, 480.5, 657.484]","[0.078973, 0.855391, 0.927785, 0.919944]","We learn from 17:45-46, 18:57, and 56:79 that the unbelievers have no access to the Quran; only the believers and the sincere seekers are permitted by God to understand it. The Quran's mathematical code, ""One of the great miracles"" (74:30-35), was authorized by God, and revealed through His Messenger of the Covenant (Appendix 2).",False
*,41:9-10,41,"The “days” of creation represent a yardstick. Thus, the physical universe was created in two days, while the calculation of provisions for all the creatures on earth required four. This also teaches us that there is life only on this planet Earth. q","The “days” of creation represent a yardstick. Thus, the physical universe was
created in two days, while the calculation of provisions for all the creatures on earth
required four. This also teaches us that there is life only on this planet Earth.
q",496,477,"[40.45, 623.686, 478.452, 671.939]","[0.078104, 0.872654, 0.923831, 0.940169]","The ""days"" of creation represent a yardstick. Thus, the physical universe was created in two days, while the calculation of provisions for all the creatures on earth required four. This also teaches us that there is life only on this planet Earth.",False
*,41:12,41,"God alone created the universe (18:51), but the angels participated in handling certain jobs in the lowest universe. Our universe cannot stand the physical presence of God (7:143). The plural tense acknowledges the angels’ role in our universe (App. 10).","God alone created the universe (18:51), but the angels participated in handling
certain jobs in the lowest universe. Our universe cannot stand the physical presence of
God (7:143). The plural tense acknowledges the angels’ role in our universe (App. 10).",497,478,"[39.95, 628.298, 477.818, 661.871]","[0.077138, 0.879107, 0.922607, 0.926082]","God alone created the universe (18:51), but the angels participated in handling certain jobs in the lowest universe. Our universe cannot stand the physical presence of God (7:143). The plural tense acknowledges the angels' role in our universe (Appendix 10).",False
*,41:42,41,"The Quran’s formidable mathematical composition guarantees that any addition, deletion, or distortion of a single letter or any other element in the Quran, is exposed and utterly rejected. The one attempt by idolizers of the Prophet to inject two false verses was thus exposed. The “pure” Quran always existed. See Appendices 1 & 24.","The Quran’s formidable mathematical composition guarantees that any addition,
deletion, or distortion of a single letter or any other element in the Quran, is exposed
and utterly rejected. The one attempt by idolizers of the Prophet to inject two false
verses was thus exposed. The “pure” Quran always existed. See Appendices 1 & 24.",500,481,"[40.2, 605.598, 478.332, 657.548]","[0.077621, 0.847346, 0.923599, 0.920034]","One of the major functions of the Quran's mathematical miracle is to guard every letter and every aspect of the Quran. Thus, any tampering is immediately recognized (Apps. 1 & 24).",False
*,41:47,41,See Appendix 25.,See Appendix 25.,501,482,"[41.65, 602.148, 477.388, 613.827]","[0.080421, 0.842519, 0.921776, 0.85886]",God has revealed this knowledge through His Messenger of the Covenant (Appendix 25).,False
*,41:53,41,"As detailed in Appendix 1, God has provided physical, verifiable, perpetual, and utterly irrefutable proof that this Quran is divine truth. This great prophecy, together with 9:33, 48:28, 61:9 & 110:2 inform us that the whole world is destined to accept the Quran as God’s unaltered message to the world. God witnesses the future (App. 38).","As detailed in Appendix 1, God has provided physical, verifiable, perpetual, and
utterly irrefutable proof that this Quran is divine truth. This great prophecy, together
with 9:33, 48:28, 61:9 & 110:2 inform us that the whole world is destined to accept the
Quran as God’s unaltered message to the world. God witnesses the future (App. 38).",501,482,"[41.65, 613.827, 477.388, 660.544]","[0.080421, 0.85886, 0.921776, 0.924226]","The letters that compose this verse are 19, and their gematrical values add up to 1387, 19x73. This great prophecy, together with 9:33, 48:28, 61:9 & 110:2, informs us that the whole world is destined to accept the Quran as God's unaltered message (See Appendix 38).",False
*,42:1,42,These initials constitute a significant part of the Quran’s miracle (Footnote 40:1).,These initials constitute a significant part of the Quran’s miracle (Footnote 40:1).,502,483,"[40.2, 597.698, 479.3, 609.535]","[0.077621, 0.836292, 0.925468, 0.852854]",These initials constitute a significant part of the Quran's miracle (Footnote 40:1).,False
*,42:2,42,"This is the only sura where we see the initials ‘A.S.Q. Ayn Seen Qaf), and the total occurrence of these three letters in this sura is 209, 19x11. Also, the letter “Q’ occurs in this sura 57 times, 19x3. The only other sura where we see the initial “Q” is Sura 50, and this letter occurs in that sura also 57 times (See Appendix 1).","This is the only sura where we see the initials ‘A.S.Q. CAyn Seen Qaf), and the
total occurrence of these three letters in this sura is 209, 19x11. Also, the letter “Q’
occurs in this sura 57 times, 19x3. The only other sura where we see the initial “Q” is
Sura 50, and this letter occurs in that sura also 57 times (See Appendix 1).",502,483,"[40.2, 609.535, 479.3, 656.88]","[0.077621, 0.852854, 0.925468, 0.919099]","This is the only sura where we see the initials 'A.S.Q. ('Ayn Seen Qaf), and the total occurrence of these three letters in this sura is 209, 19x11. Also, the letter ""Q"" occurs in this sura 57 times, 19x3. The only other sura where we see the initial ""Q"" is Sura 50, and this letter occurs in that sura also 57 times (See Appendix 1).",False
*,42:21,42,"The Islam of today’s “Muslim” world has been so distorted, it has become a Satanic cult. The Ulama, or religious scholars, have added too many extraneous laws, prohibitions, dress codes, dietary regulations, and religious practices never authorized by God. This is why God’s Messenger of the Covenant was sent (9:31, 33:67, App. 33).","The Islam of today’s “Muslim” world has been so distorted, it has become a
Satanic cult. The Ulama, or religious scholars, have added too many extraneous laws,
prohibitions, dress codes, dietary regulations, and religious practices never authorized
by God. This is why God’s Messenger of the Covenant was sent (9:31, 33:67, App. 33).",504,485,"[39.7, 615.098, 480.95, 661.265]","[0.076656, 0.860638, 0.928654, 0.925234]","The Islam of today's Muslim world has been so distorted, it has become a Satanic cult. The Ulama, or religious scholars, have added many extraneous laws, prohibitions, dress codes, dietary regulations, and religious practices never authorized by God. This is one of the main reasons for sending God's Messenger of the Covenant (9:31, 33:67, and Appendix 33).",False
*,42:24,42,An example of erasing falsehood and fixing the truth is in Appendix 24.,An example of erasing falsehood and fixing the truth is in Appendix 24.,505,486,"[42.6, 647.748, 430.164, 659.748]","[0.082255, 0.906322, 0.830593, 0.923112]","The disbelievers added 2 false statements at the end of Sura 9 to commemorate their idol, the prophet Muhammad. God has revealed overwhelming evidence to erase this blasphemy and establish the truth. By adding the gematrical value of ""Rashad Khalifa"" (1230), plus the verse number (24), we get 1254, 19x66 (please see Appendices 2 & 24 for the details).",False
*,43:1,43,"See Footnote 40:1. The frequency of occurrence of the letter “H ” (Haa) in tht seven Haa-initialed suras is 292, while the letter “M ” (Meem) occurs 1855 times in the seven suras. This adds up to a total of 2147, or 19x113. See Appendix 1 for the details.","See Footnote 40:1. The frequency of occurrence of the letter “H ” (Haa) in tht
seven Haa-initialed suras is 292, while the letter “M ” (Meem) occurs 1855 times in the
seven suras. This adds up to a total of 2147, or 19x113. See Appendix 1 for the details.",508,489,"[39.5, 582.798, 478.414, 619.003]","[0.07627, 0.815444, 0.923757, 0.866102]","See Footnote 40:1. The frequency of occurrence of the letters ""H"" (Hã) and ""M"" (Mîm) in the seven H.M.-initialed suras is 292, and 1855, respectively. This adds up to 2147, or 19x113.",False
*,43:3,43,"Arabic is the most efficient language, especially in expressing commandments., statutes and exacting laws. Hence the revelation of the Quran in Arabic for the clear understanding of all peoples, regardless of their tongues. See Appendix 4 for the details.","Arabic is the most efficient language, especially in expressing commandments.,
statutes and exacting laws. Hence the revelation of the Quran in Arabic for the cleai
understanding of all peoples, regardless of their tongues. See Appendix 4 for the details.",508,489,"[39.5, 619.003, 478.414, 655.208]","[0.07627, 0.866102, 0.923757, 0.916759]","Arabic is the most efficient language, especially in expressing commandments, statutes and exacting laws. Hence the revelation of the Quran in Arabic for the clear understanding of all peoples, regardless of their tongues. See Appendix 4 for the details.",False
*,43:20,43,"The idol worshipers cannot blame God for their idolatry, since we have absolute freedom of choice to worship God alone, or not.","The idol worshipers cannot blame God for their idolatry, since we have absolute
freedom of choice to worship God alone, or not.",509,490,"[40.9, 631.048, 477.492, 656.348]","[0.078973, 0.882955, 0.921977, 0.918355]","The idol worshipers cannot blame God for their idolatry, since we have absolute freedom of choice to worship God alone, or not.",True
*,43:36-39,43,"Each one of us has a representative of Satan as a constant companion, within the same body. Unless we convert our companions, they continue to be devils (App. 7).","Each one of us has a representative of Satan as a constant companion, within
the same body. Unless we convert our companions, they continue to be devils (App. 7).",511,492,"[41.15, 632.498, 476.856, 657.548]","[0.079455, 0.884984, 0.920749, 0.920034]",Each one of us has a representative of Satan as a constant companion (App. 7).,False
*,43:61,43,"As detailed in Appendix 25, the End of the World is given in the Quran, and the birthdate of Jesus provided one of the significant signs that the calculations are correct. We learn that the world will end in the year 2280 (19x120) after the birth of Jesus. See 47:18. Additionally, both the lunar year (1710) & the solar year (2280) are divisible by 570 (19x30), the number of years from the birth of Jesus to the birth of Muhammad.","As detailed in Appendix 25, the End of the World is given in the Quran, and the
birthdate of Jesus provided one of the significant signs that the calculations are correct.
We learn that the world will end in the year 2280 (19x120) after the birth of Jesus. See
47:18. Additionally, both the lunar year (1710) & the solar year (2280) are divisible by
570 (19x30), the number of years from the birth of Jesus to the birth of Muhammad.",513,494,"[41.65, 604.648, 478.156, 664.766]","[0.080421, 0.846017, 0.923259, 0.930133]","As detailed in Appendix 25, the End of the World is given in the Quran, and the birth date of Jesus provided one of the significant signs that the calculations are correct. We learn that the world will end in the year 2280 (19x120) after the birth of Jesus (see 47:18). Additionally, both the lunar year (1710) & the solar year (2280) are divisible by 570 (19x30), the number of years from the birth of Jesus to the birth of Muhammad. Thus, the birth date of Jesus is a marker.",False
*,44:10,44,This prophecy takes place after the advent of God’s Messenger of the Covenant,This prophecy takes place after the advent of God’s Messenger of the Covenant,515,496,"[42.35, 637.898, 470.112, 650.498]","[0.081773, 0.89254, 0.907727, 0.910169]","Only two signs are yet to be fulfilled, this smoke and Gog and Magog (Appendix 25).",False
*,44:13,44,For the specific identity of this messenger see Appendix 2.,For the specific identity of this messenger see Appendix 2.,515,496,"[42.35, 650.498, 470.112, 663.098]","[0.081773, 0.910169, 0.907727, 0.927799]","The sum of sura and verse numbers (44+13) is 57, 19x3, and this Quranic code was proclaimed by God's Messenger of the Covenant (Appendices 1, 2, & 26).",False
*,45:22,45,"God granted us this life as a precious chance to redeem ourselves, denounce our ancient alliance with Satan, and rejoin God’s kingdom. See Introduction & Appendix 7.","God granted us this life as a precious chance to redeem ourselves, denounce our
ancient alliance with Satan, and rejoin God’s kingdom. See Introduction & Appendix 7.",519,500,"[39.25, 641.948, 476.608, 666.952]","[0.075787, 0.898206, 0.92027, 0.933192]","God granted us this life as a precious chance to redeem ourselves, denounce our ancient alliance with Satan, and rejoin God's kingdom. See Introduction & Appendix 7.",False
*,46:6,46,See also Matthew 7:21-23. Jesus clearly disowns those who call him “Lord. ”,See also Matthew 7:21-23. Jesus clearly disowns those who call him “Lord. ”,522,503,"[40.7, 627.348, 478.418, 638.369]","[0.078587, 0.877778, 0.923765, 0.893199]","See also Matthew 7:21-23: Jesus clearly disowns those who call him ""Lord.""",False
*,46:10,46,"This witness is Rabbi Judah the Pious (11th Century A.D.), who discovered tht same 19-based mathematical code in intact fragments of the scripture (see Appendix 1).","This witness is Rabbi Judah the Pious (11th Century A.D.), who discovered tht
same 19-based mathematical code in intact fragments of the scripture (see Appendix 1).",522,503,"[40.7, 638.369, 478.418, 660.411]","[0.078587, 0.893199, 0.923765, 0.924039]","This witness is Rabbi Judah the Pious (11th Century A.D.), who discovered the same 19-based mathematical code in intact fragments of the scripture (see Appendix 1).",False
*,46:15,46,God knows full well who deserves to go to Heaven and who deserves to go to Hell. It is His law that whomever He puts to death before the age of 40 shall go to Heaven. God’s immense mercy is reflected in the fact that most people have difficulty accepting this divine mercy; they argue: “Put them all in Hell!” See Appendix 32.,"God knows full well who deserves to go to Heaven and who deserves to go to
Hell. It is His law that whomever He puts to death before the age of 40 shall go to
Heaven. God’s immense mercy is reflected in the fact that most people have difficulty
accepting this divine mercy; they argue: “Put them all in Hell!” See Appendix 32.",523,504,"[39.5, 614.248, 476.788, 660.118]","[0.07627, 0.859449, 0.920618, 0.923629]","God knows full well who deserves to go to Heaven and who deserves to go to Hell. It is His law that whomever He puts to death before the age of 40 shall go to Heaven. God's immense mercy is reflected in the fact that most people have difficulty accepting this divine mercy; they argue: ""Put them in Hell!"" See Appendix 32.",False
*,46:29,46,"Jinns are the creatures who fully agreed with Satan when he initiated his famous blasphemy billions of years ago. They are brought into this world as descendants of Satan. One jinn is born every time a human being is born. The newly born jinn is assigned to the same body as the newly born human, and constantly pushes Satan’s point of view. When the human dies, the jinn companion is freed (Appendix 7).","Jinns are the creatures who fully agreed with Satan when he initiated his
famous blasphemy billions of years ago. They are brought into this world as descen
dants of Satan. One jinn is born every time a human being is born. The newly born
jinn is assigned to the same body as the newly born human, and constantly pushes
Satan’s point of view. When the human dies, the jinn companion is freed (Appendix 7).",525,506,"[38.04, 594.28, 475.952, 653.153]","[0.07345, 0.83151, 0.919004, 0.913884]","Jinns are the creatures who fully agreed with Satan when he initiated his famous blasphemy billions of years ago. They are brought into this world as descendants of Satan. One jinn is born every time a human being is born. The newly born jinn is assigned to the same body as the newly born human, and constantly pushes Satan's point of view (Appendix 7).",False
*,47:18,47,"The Quran, being the Final Testament provides all the signs needed to inform us that this world will come to an end in AD 2280. See Appendix 25 for the details.","The Quran, being the Final Testament provides all the signs needed to inform
us that this world will come to an end in AD 2280. See Appendix 25 for the details.",527,508,"[41.65, 637.748, 476.436, 662.948]","[0.080421, 0.89233, 0.919938, 0.927589]","The Quran, being the Final Testament, provides all the signs needed to pinpoint the end of the world; AD 2280. See Appendix 25 for the details.",False
*,48:28,48,"This important prophecy informs us that Islam will inevitably dominate the whole world. This, together with Verses 9:33, 41:53, and 61:9 leave no doubt that God’s mathematical miracle of the Quran will play a major role in this prophecy. Solid Quranic mathematical evidence points to God’s Messenger of the Covenant as fulfilling this prophecy. See Appendices 2 & 26 for the evidence and specific details.","This important prophecy informs us that Islam will inevitably dominate the
whole world. This, together with Verses 9:33, 41:53, and 61:9 leave no doubt that God’s
mathematical miracle of the Quran will play a major role in this prophecy. Solid
Quranic mathematical evidence points to God’s Messenger of the Covenant as fulfilling
this prophecy. See Appendices 2 & 26 for the evidence and specific details.",533,514,"[41.65, 596.848, 477.791, 655.244]","[0.080421, 0.835103, 0.922555, 0.91681]","This important prophecy informs us that Submission will inevitably dominate the whole world. This, together with Verses 9:33, 41:53, and 61:9 leave no doubt that God's mathematical miracle of the Quran will play a major role in this prophecy. Solid Quranic mathematical evidence points to God's Messenger of the Covenant as fulfilling this prophecy. See Appendices 2 & 26 for the evidence and specific details.",False
*,49:2,49,"Whenever the word “prophet” (Nabi) is used in reference to Muhammad, it invariably refers to him during his life, not after his death. Obviously, we cannot possibly raise our voices above Muhammad’s voice, now that he is dead. See also 33:56.","Whenever the word “prophet” (Nabi) is used in reference to Muhammad, it in
variably refers to him during his life, not after his death. Obviously, we cannot possibly
raise our voices above Muhammad’s voice, now that he is dead. See also 33:56.",534,515,"[40.2, 623.148, 480.048, 656.84]","[0.077621, 0.871901, 0.926913, 0.919043]","Whenever the word ""prophet"" (Nabi) is used in reference to Muhammad, it invariably refers to him during his life, not after his death. Obviously, we cannot possibly raise our voices above Muhammad's voice, now that he is dead. See also 33:56.",False
*,50:1,50,See Appendix 1 for the awesome miracles connected with the Initial “Q. ”,See Appendix 1 for the awesome miracles connected with the Initial “Q. ”,537,518,"[41.4, 645.698, 434.244, 657.698]","[0.079938, 0.903453, 0.838471, 0.920243]",See Appendix 1 for the awesome miracles connected with the Initial Q (ق).,False
*,50:23-28,50,Your life-time companion witnesses everything you do. See Appendix 7.,Your life-time companion witnesses everything you do. See Appendix 7.,538,519,"[39.95, 651.798, 477.554, 661.566]","[0.077138, 0.911988, 0.922097, 0.925656]",Your life-time companion witnesses everything you do. See Appendix 7.,True
*,53:1-18,53,"Muhammad was summoned to the highest universe to receive this Quran into his heart. The stars fell away as he traveled through them at millions of times the speed of light. Subsequently, the Quran was gradually released to his memory. App. 28.","Muhammad was summoned to the highest universe to receive this Quran into
his heart. The stars fell away as he traveled through them at millions of times the
speed of light. Subsequently, the Quran was gradually released to his memory. App. 28.",545,526,"[39.95, 626.848, 476.876, 660.061]","[0.077138, 0.877078, 0.920788, 0.92355]","Muhammad was summoned to the highest universe to receive this Quran into his heart. The stars fell away as he traveled through them at millions of times the speed of light. Subsequently, the Quran was gradually released to his memory. App. 28.",True
*,54:1,54,"This important sign of the approaching end of the world came to pass in 1969 when humans landed on the moon and brought pieces of the moon to earth. At the same time, God’s mathematical Miracle of the Quran was being gradually unveiled. Traditional Muslims opposed it, since it exposed the fallacy of their practices (App. 25).","This important sign of the approaching end of the world came to pass in 1969
when humans landed on the moon and brought pieces of the moon to earth. At the
same time, God’s mathematical Miracle of the Quran was being gradually unveiled.
Traditional Muslims opposed it, since it exposed the fallacy of their practices (App. 25).",547,528,"[41.4, 609.448, 478.215, 655.084]","[0.079938, 0.852733, 0.923373, 0.916586]","This important sign of the approaching end of the world came to pass in 1969 when humans landed on the moon and brought pieces of the moon to earth. At the same time, God's mathematical Miracle of the Quran was being gradually unveiled. Traditional Muslims opposed it, since it exposed the fallacy of their practices (App. 25).",False
*,55:11,55,"Compare the spaceship Earth's renewable systems and reproducing astronauts, with the most sophisticated spaceships that we launch into space. God be glorified.","Compare the spaceship Earth's renewable systems and reproducing astronauts,
with the most sophisticated spaceships that we launch into space. God be glorified.",550,531,"[40.9, 639.948, 477.854, 665.248]","[0.078973, 0.895408, 0.922676, 0.930807]","Compare the spaceship Earth's renewable systems and reproducing astronauts, with the most sophisticated spaceships that we launch into space. God be glorified.",True
*,55:44,55,"Full details about the High Heaven, Low Heaven, the Purgatory, Hell, and the intolerable inferno are given in Appendices 5 and 11.","Full details about the High Heaven, Low Heaven, the Purgatory, Hell, and the
intolerable inferno are given in Appendices 5 and 11.",552,533,"[39.7, 641.848, 478.316, 667.548]","[0.076656, 0.898066, 0.923568, 0.934025]","Full details about the High Heaven, Low Heaven, the Purgatory, Hell, and the intolerable inferno are given in Appendices 5 and 11.",True
*,56:13-40,56,"People who believe and nourish their souls through worshiping God alone are destined for the High Heaven. The contemporary followers of each messenger invariably suffer persecution from the traditionalists and adherents of the corrupted religion. Thus, they have a special place reserved for them in the High Heaven. Ah people who die before the age of 40 go to the Lower Heaven, at least (46:15).","People who believe and nourish their souls through worshiping God alone
are destined for the High Heaven. The contemporary followers of each messenger in
variably suffer persecution from the traditionalists and adherents of the corruptee
religion. Thus, they have a special place reserved for them in the High Heaven. Ah
people who die before the age of 40 go to the Lower Heaven, at least (46:15).",554,535,"[39.7, 604.748, 480.316, 669.945]","[0.076656, 0.846156, 0.92743, 0.937379]","People who believe and nourish their souls through worshiping God alone are destined for the High Heaven. The contemporary followers of each messenger invariably suffer persecution from the traditionalists and adherents of the corrupted religion. Thus, they have a special place reserved for them in the High Heaven. All people who die before the age of 40 go to the Lower Heaven, at least (46:15).",False
*,56:75-76,56,"Our universe, the smallest and innermost of seven universes, contains a billion galaxies, a billion trillion stars, spanning billions of light years. These uncountable decillions of heavenly bodies maintain their orbits in a divinely controlled precision. The more we learn, the more we realize how awesome this oath is. See Appendix 6.","Our universe, the smallest and innermost of seven universes, contains a bil
lion galaxies, a billion trillion stars, spanning billions of light years. These uncountable
decillions of heavenly bodies maintain their orbits in a divinely controlled precision.
The more we learn, the more we realize how awesome this oath is. See Appendix 6.",555,536,"[41.15, 617.248, 478.558, 668.497]","[0.079455, 0.863646, 0.924036, 0.935353]","Our universe, the smallest and innermost of seven universes, contains a billion galaxies, a billion trillion stars, spanning billions of light years. These uncountable decillions of heavenly bodies maintain their orbits in a divinely controlled precision. The more we learn, the more we realize how awesome this oath is. See Appendix 6.",False
